ObjectID,GlobalID,Seating,Shelter,ETA Screen,Curb,Stop ID (NextBus),headway,Route_All,Route_1,Route 2,Route 3,Route 4,Route 5,Route 6,Route 7,Route 8,Route 9,Notes,Seating #,Route Map,Island?,Signage,any_signage,Signage_Comb,half,x,y,best_signage
856,3b9d98ed-d501-4939-a74a-5c247e74f059,yes,yes,no,clear,,10_20_min,21,21,,,,,,,,,,2,yes,no,no_sign,no,z_no_sign,North,-122.4343164,37.77538104,5 no_sign
857,a86e9b05-f9cf-4842-b968-cf54f6e602c5,yes,yes,no,clear,,10_20_min,21,21,,,,,,,,,,2,yes,no,no_sign,no,z_no_sign,North,-122.4343674,37.77550141,5 no_sign
858,937e1b1c-f5fb-4beb-948d-9b953aee4f93,yes,yes,yes_working,clear,15011,10_20_min,21,21,,,,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,North,-122.4330067,37.77566997,1 shelter_marking
859,3b8eb204-42a5-4db6-b75c-7b2b3f7cd1e3,yes,yes,yes_working,clear,15012,10_20_min,21,21,,,,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,North,-122.4325175,37.77562464,1 shelter_marking
860,71d47b57-f10c-463f-a4fa-3f7e6bc0619a,yes,yes,yes_working,clear,14994,10_20_min,21,21,,,,,,,,,,2,yes,no,"metal_sign,shelter_marking",yes,combination,North,-122.4309209,37.77581999,0 metal_sign
861,65c50507-69e3-4ee1-acc2-f65db4df26ce,yes,yes,no,clear,14993,10_20_min,21,21,,,,,,,,,,2,yes,no,"metal_sign,shelter_marking",yes,combination,North,-122.4314165,37.77586644,0 metal_sign
862,d48c9ba6-ac58-42d5-a719-f766f29fc9c9,yes,yes,yes_working,clear,14622,10_min,22,22,,,,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,North,-122.4312091,37.77567399,1 shelter_marking
863,c14f6c0b-0a01-445f-a4ab-6472b992336d,yes,yes,yes_working,clear,14621,10_min,22,22,,,,,,,,,Shelter not lined up with curb,2,yes,no,shelter_marking,yes,shelter_marking,North,-122.4311916,37.77607726,1 shelter_marking
864,4a5e65b1-b8c1-4482-a9dd-8522c13445a2,no,no,no,clear,15014,10_20_min,21,21,,,,,,,,,,,no,no,paint_on_telephone_pole,yes,paint_on_telephone_pole,North,-122.4295032,37.77610105,2 paint_on_telephone_pole
865,2f0c8323-61a5-43c6-bdf4-fbf01d945db0,no,no,no,clear,15015,10_20_min,21,21,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.4290918,37.77608768,3 paint_on_metal_pole
866,9bd92a69-6dc2-4afa-92a3-aa796ee11980,yes,yes,no,clear,14983,?,20,20,,,,,,,,,,2,yes,no,no_sign,no,z_no_sign,North,-122.4281098,37.77629622,5 no_sign
867,ffb6ac59-789f-45c0-a7f4-dfa69569eb32,yes,yes,no,clear,14984,10_20_min,21,21,,,,,,,,,,2,yes,no,no_sign,no,z_no_sign,North,-122.427683,37.7762531,5 no_sign
868,e6edb481-11a6-40e2-94df-e716b246592f,yes,yes,yes_working,clear,14998,10_20_min,21,21,,,,,,,,,,4,yes,no,no_sign,no,z_no_sign,North,-122.4259891,37.77658163,5 no_sign
869,ff8b0a60-66e3-4195-a7c7-6dd1fed6695f,yes,yes,no,clear,15260,10_20_min,21,21,,,,,,,,,,4,yes,no,no_sign,no,z_no_sign,North,-122.4262383,37.77673432,5 no_sign
870,7bdf0271-7540-43ec-a6e3-d91555984eab,no,no,no,clear,15328,20_30_min,18,18,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.5101193,37.76415797,3 paint_on_metal_pole
871,bf500c54-398b-4777-8cb9-6fd8f3983f5e,yes,yes,yes_working,clear,15329,?,13,13,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.5096535,37.76396816,1 shelter_marking
872,3552adcf-ac53-40e5-adfd-d71b25725f9d,no,no,no,parking_obstructed,16167,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_pavement,yes,paint_on_pavement,South,-122.5070261,37.74736368,4 paint_on_pavement
873,112c585f-df3f-428c-9a5b-5e7421506786,no,no,no,parking_obstructed,13592,20_30_min,18,18,,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,South,-122.5051408,37.74747901,3 paint_on_metal_pole
874,db4678f0-b7fc-448d-b6d4-7f79d98c3e1f,no,no,no,parking_obstructed,,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_pavement,yes,paint_on_pavement,South,-122.504878,37.74744433,4 paint_on_pavement
875,803f589a-ead4-48f2-9b98-0ec2249e0d85,no,no,no,parking_obstructed,13593,10_20_min,"18, 48",18,48,,,,,,,,,,no,no,"metal_sign,paint_on_pavement",yes,combination,South,-122.5049207,37.74722133,0 metal_sign
876,2dffb247-e1f1-41e0-9567-917965538594,no,no,no,parking_obstructed,16165,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_pavement,yes,paint_on_pavement,South,-122.5030977,37.74744781,4 paint_on_pavement
877,94451346-2af3-49d3-bfe3-da802db10571,no,no,no,parking_obstructed,17885,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.5016879,37.7475996,3 paint_on_metal_pole
878,184a9cc7-28cb-41b7-94ec-a353ead8056e,no,no,no,parking_obstructed,16163,10_20_min,48,48,,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,South,-122.4998223,37.7475338,3 paint_on_metal_pole
879,e52b11d1-9545-461a-90cb-b819bfb934ce,no,no,no,clear,16162,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4995388,37.74768556,3 paint_on_metal_pole
880,d024ce65-2151-472b-b067-71491dad0f4d,no,no,no,clear,16161,10_20_min,48,48,,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,South,-122.4976358,37.74759323,3 paint_on_metal_pole
881,895075b8-4d12-4bbc-bf30-3b698db512f0,no,no,no,clear,,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_pavement,yes,paint_on_pavement,South,-122.4974508,37.74759818,4 paint_on_pavement
882,0b29c45e-2971-4b09-b5df-b0fdb16d8c9e,no,no,no,parking_obstructed,13565,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_pavement,yes,paint_on_pavement,South,-122.497534,37.74604313,4 paint_on_pavement
883,ead8d71f-82e6-43b3-85bb-2318c01a34a6,yes,yes,yes_working,parking_obstructed,,10_20_min,48,48,,,,,,,,,,2,yes,no,no_sign,no,z_no_sign,South,-122.497331,37.74602636,5 no_sign
884,8bd8e0a4-fa55-4cce-9b0a-9a38593a5244,no,no,no,parking_obstructed,16245,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4953442,37.74587658,3 paint_on_metal_pole
885,3a6fa3ac-4f5c-4b75-a4b2-f7412633ce35,yes,no,no,clear,,10_20_min,29,29,,,,,,,,,Bench,8,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4945605,37.74578454,3 paint_on_metal_pole
886,8cb3d38f-9709-489f-84fc-f02782c0e62b,yes,no,no,clear,,10_20_min,"29, 48",29,48,,,,,,,,Bench,7,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.494854,37.74611961,3 paint_on_metal_pole
887,29d8dd5b-b2e2-45e2-848d-2d610877a06d,yes,yes,no,clear,16548,10_20_min,"29, 48",29,48,,,,,,,,,2,yes,yes,shelter_marking,yes,shelter_marking,South,-122.4950112,37.74761207,1 shelter_marking
888,f3cb9ce3-6919-4714-b0da-0e0fe161325f,yes,yes,yes_working,clear,16547,10_20_min,29,29,,,,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,South,-122.4946526,37.74796396,1 shelter_marking
889,3c55464a-40b3-4751-a3f7-4eb3e94aa365,no,no,no,no_paint_not_sure,16160,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_pavement,yes,paint_on_pavement,South,-122.4944709,37.7477822,4 paint_on_pavement
890,d84c1cdb-b201-4f68-a22e-68c2e7aa2a61,no,no,no,parking_obstructed,16159,10_20_min,48,48,,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,South,-122.4933904,37.7478376,3 paint_on_metal_pole
891,5bc6f9e3-ffe3-485d-b55c-6474a9b30e1d,no,no,no,clear,16158,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4930914,37.74796972,3 paint_on_metal_pole
892,e17dc41a-9828-4102-ade0-1f4b6a1b3d19,no,no,no,parking_obstructed,16157,10_20_min,48,48,,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,South,-122.4912429,37.74792563,3 paint_on_metal_pole
893,6e515af8-3db9-47c9-b138-af53d950bed1,no,no,no,parking_obstructed,16156,10_20_min,48,48,,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,South,-122.4909915,37.74807862,3 paint_on_metal_pole
894,633489af-ed2e-4e47-9e55-d03b9ac3f3fd,no,no,no,parking_obstructed,16155,10_20_min,48,48,,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,South,-122.4890841,37.74801029,3 paint_on_metal_pole
895,def9660d-9438-4430-a3a6-d616182eed0a,no,no,no,parking_obstructed,16154,10_20_min,48,48,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4887392,37.74812163,3 paint_on_metal_pole
896,c9063519-ea7a-4d39-bddc-6b481cafdb6e,no,no,no,parking_obstructed,13527,20_30_min,66,66,,,,,,,,,,,no,no,"metal_sign,paint_on_pavement",yes,combination,South,-122.4879546,37.7479013,0 metal_sign
897,92703ce9-065b-4ccd-ae95-f2b867e82e93,no,no,no,parking_obstructed,13526,20_30_min,66,66,,,,,,,,,,,no,no,metal_sign,yes,metal_sign,South,-122.4877649,37.74802853,0 metal_sign
898,755e8870-b4a6-421f-a773-01ed31f4c038,no,no,no,parking_obstructed,16153,10_20_min,"48, 66",48,66,,,,,,,,,,no,no,"paint_on_telephone_pole,paint_on_pavement",yes,combination,South,-122.486926,37.74810243,2 paint_on_telephone_pole
899,a83dd466-9906-417b-bdad-546d882b23ad,no,no,no,parking_obstructed,16152,10_20_min,"48, 66",48,66,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,South,-122.486573,37.74829689,3 paint_on_metal_pole
900,e04d066a-9ced-41d2-93db-ed06732ea0c4,no,no,no,parking_obstructed,16151,10_20_min,"48, 66",48,66,,,,,,,,,,no,no,"paint_on_telephone_pole,paint_on_pavement",yes,combination,South,-122.4858642,37.7481303,2 paint_on_telephone_pole
901,7e7fb396-5818-455e-8782-a61a052d92b3,no,no,no,parking_obstructed,16150,10_20_min,"48, 65",48,65,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,South,-122.485478,37.74832036,3 paint_on_metal_pole
902,5e005190-6e48-4190-a20e-f8bf94ab7394,yes,yes,yes_working,parking_obstructed,16143,10_20_min,"48, 66",48,66,,,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,South,-122.4848776,37.74822418,1 shelter_marking
903,1e029862-1d2d-4c69-95d5-8374b6ef4906,no,no,no,parking_obstructed,,10_20_min,"48, 66",48,66,,,,,,,,,,no,no,"paint_on_telephone_pole,paint_on_pavement",yes,combination,South,-122.4845642,37.74836264,2 paint_on_telephone_pole
904,490eb3ca-68d1-4e4d-8d23-ce0a487cecc8,no,no,no,parking_obstructed,16146,10_20_min,"48, 66",48,66,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,South,-122.4834654,37.74842829,3 paint_on_metal_pole
905,ecbeb3c3-c9ea-4cc5-b6c6-ace1c2db7568,no,no,no,parking_obstructed,16147,10_20_min,"48, 66",48,66,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,South,-122.4831964,37.74830532,3 paint_on_metal_pole
906,870e838e-39e9-4d38-9498-dab05902ac26,no,no,no,parking_obstructed,16145,10_20_min,"48, 66",48,66,,,,,,,,,,no,no,"metal_sign,paint_on_pavement",yes,combination,South,-122.4816612,37.74834295,0 metal_sign
907,d3dee7f1-9cc4-4807-9ff9-ef92c487ba86,no,no,no,parking_obstructed,16144,10_20_min,"48, 66",48,66,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,South,-122.4813712,37.74845213,3 paint_on_metal_pole
908,982c9e67-4aaa-4194-9ec9-e378477c357c,yes,yes,yes_working,parking_obstructed,16143,10_20_min,"48, 66",48,66,,,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,South,-122.479531,37.7484243,1 shelter_marking
909,83c25674-915e-47c8-b5b3-725862c56549,no,no,no,clear,16142,10_20_min,"48, 66",48,66,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,South,-122.4790645,37.74855728,3 paint_on_metal_pole
910,766350cd-335f-40f3-bc23-cf29bb446a41,yes,yes,yes_working,clear,13384,10_min,"28, 28-r, 91",28,28,91,,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,South,-122.4761769,37.74840125,1 shelter_marking
911,a63b8f05-4345-414b-9d9a-ef979c869bdb,yes,yes,yes_working,clear,16141,10_20_min,48,48,,,,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,South,-122.4763468,37.74855404,1 shelter_marking
912,884717ea-1d3d-4e7c-b828-cff8aaae5a7d,no,no,no,parking_obstructed,16140,10_20_min,"48, 66",48,66,,,,,,,,,,no,no,metal_sign,yes,metal_sign,South,-122.4757929,37.74873229,0 metal_sign
913,ed78aaf1-4846-4c67-9c11-80ca3b182714,yes,yes,yes_working,clear,13383,10_min,"28, 28-r, 91",28,28,91,,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,South,-122.4758233,37.7484927,1 shelter_marking
914,e87b6e27-846c-44f7-ba07-08689809a812,no,no,no,parking_obstructed,16139,10_20_min,"48, 65",48,65,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,South,-122.4740824,37.74865872,3 paint_on_metal_pole
915,da179e41-adf5-4b1d-9c0c-c65ff201ea11,no,no,no,parking_obstructed,17572,10_20_min,48,48,,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,South,-122.4739054,37.74856537,3 paint_on_metal_pole
916,e954bb22-8a82-4955-8f94-5fcf8b7daf01,no,no,no,parking_obstructed,17573,20_30_min,66,66,,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,South,-122.4737724,37.7488229,3 paint_on_metal_pole
917,7b8e9a99-20eb-44c8-a880-f6bf2b9fae3d,no,no,no,parking_obstructed,16137,20_30_min,66,66,,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,South,-122.4730751,37.74875941,3 paint_on_metal_pole
918,4d8978bf-5df4-4100-8e25-4d8b15193f43,no,no,no,parking_obstructed,13265,20_30_min,66,66,,,,,,,,,,,no,no,no_sign,no,z_no_sign,South,-122.4718279,37.74899511,5 no_sign
919,2f4af306-e7be-44eb-a314-051f8fab114a,yes,yes,no,clear,13247,10_20_min,6,6,,,,,,,,,Terminal,6,no,no,"metal_sign,paint_on_metal_pole",yes,combination,South,-122.4707954,37.74881825,0 metal_sign
920,6b2fccca-7614-49e5-8a94-3046ee3ca97b,no,no,no,parking_obstructed,16171,10_20_min,6,6,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4697256,37.74886499,3 paint_on_metal_pole
921,98043d66-a6a3-46d1-bd82-67419eb3afa6,no,no,no,parking_obstructed,16170,10_20_min,6,6,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4693885,37.7489656,3 paint_on_metal_pole
922,ca0dc934-2000-4d7c-b363-fd19127b81b3,no,no,no,parking_obstructed,16136,10_20_min,6,6,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4686851,37.74885521,3 paint_on_metal_pole
923,6c76b875-1e1e-4639-8e9d-12dc20ad5549,no,no,no,parking_obstructed,16135,10_20_min,6,6,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4683723,37.74903439,3 paint_on_metal_pole
924,0ce0887d-581c-4c5a-9980-da4aada25b3d,no,no,no,parking_obstructed,16168,10_20_min,6,6,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4675985,37.74912099,3 paint_on_metal_pole
925,506c445c-ac68-437b-85fb-232a3214f1a0,no,no,no,parking_obstructed,16169,10_20_min,6,6,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4671141,37.7489735,3 paint_on_metal_pole
926,731badc2-0ec4-4323-9fe0-55809548911c,no,no,no,clear,13233,10_20_min,6,6,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.466268,37.74931895,3 paint_on_metal_pole
927,d79e8d9b-66a3-4166-8899-007e158313c1,no,no,no,parking_obstructed,13234,10_20_min,6,6,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4664497,37.74920179,3 paint_on_metal_pole
928,df76a6ff-b39c-4998-88ff-02a9c77fc550,no,no,no,parking_obstructed,13231,10_20_min,6,6,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4664049,37.7508392,3 paint_on_metal_pole
929,1d31cf38-003e-4052-8c2f-d78a13852e58,no,no,no,parking_obstructed,13232,10_20_min,6,6,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4665593,37.75076674,3 paint_on_metal_pole
930,2e5d779e-f13e-4a72-8e49-069bdd3dd1b9,no,no,no,parking_obstructed,13230,10_20_min,6,6,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4665319,37.7526734,3 paint_on_metal_pole
931,0f0d817e-8331-4d9c-9072-5a7b3f2bde1a,no,no,no,clear,15827,10_20_min,6,6,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4664412,37.75290518,3 paint_on_metal_pole
932,0dc209b9-597d-4447-8abb-070c599bdd37,no,no,no,parking_obstructed,13226,10_20_min,6,6,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4656382,37.75298766,3 paint_on_metal_pole
933,d392500c-bb9e-4c7d-88ce-b4a470447b07,no,no,no,parking_obstructed,15286,10_20_min,6,6,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4657135,37.75277177,3 paint_on_metal_pole
934,5ab8bb4e-a836-41de-9a6a-6029f28b57a6,no,no,no,clear,13225,10_20_min,6,6,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4656062,37.75454032,3 paint_on_metal_pole
935,b38b0824-0f10-4e32-8d5e-5da7b26e7055,no,no,no,clear,13224,10_20_min,6,6,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.4657775,37.7548419,3 paint_on_metal_pole
936,e32c979d-c01a-4cb0-a1f7-d1fb6ba22b63,yes,yes,yes_working,clear,13222,10_20_min,6,6,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,North,-122.4657121,37.75644174,1 shelter_marking
937,a0aeb68b-18fc-4a4d-a1bf-3c906fb9eda5,no,no,no,clear,13222,10_20_min,6,6,,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.465906,37.75671909,3 paint_on_metal_pole
938,590014a0-cfbe-447e-8ccf-37e2f36fbd5b,no,no,no,clear,13219,10_20_min,6,6,,,,,,,,,,,no,no,metal_sign,yes,metal_sign,North,-122.4658696,37.75829575,0 metal_sign
939,8b4c92c8-e7e4-400d-a45d-76188a13f14c,no,no,no,parking_obstructed,14855,20_30_min,66,66,,,,,,,,,,,no,no,metal_sign,yes,metal_sign,North,-122.4661018,37.75834696,0 metal_sign
940,12927f73-804d-4f57-8b79-7c86611ae194,yes,yes,yes_working,clear,13218,10_20_min,"6, 43, 44, 66",6,43,44,66,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,North,-122.4660867,37.75858486,1 shelter_marking
941,ba35cadc-83e4-416b-8b1f-1a882a2a5f4b,no,no,no,parking_obstructed,14854,10_20_min,"43, 44",43,44,,,,,,,,,,no,no,metal_sign,yes,metal_sign,North,-122.4657579,37.75855116,0 metal_sign
942,3588e5db-22a7-4f3a-a8c7-17211204d2d7,yes,yes,yes_working,clear,14852,10_20_min,"43, 44",43,44,,,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,North,-122.4641655,37.75862921,1 shelter_marking
943,837e333c-022c-4d28-a297-181cf34bcede,no,no,no,parking_obstructed,14853,10_20_min,"43, 44",43,44,,,,,,,,,,no,no,metal_sign,yes,metal_sign,North,-122.4639491,37.75846628,0 metal_sign
944,ae54a036-9179-44c3-8502-c934eac2018a,no,no,no,parking_obstructed,17308,20_30_min,36,36,,,,,,,,,,,no,no,paint_on_pavement,yes,paint_on_pavement,North,-122.4638364,37.75820854,4 paint_on_pavement
945,7282c4d1-30d8-48b3-bdc1-883b643f214e,no,no,no,clear,13189,10_20_min,"43, 44",43,44,,,,,,,,,,no,no,metal_sign,yes,metal_sign,North,-122.4635864,37.75679455,0 metal_sign
946,cd775096-7651-4013-8024-e42c76fbd6d1,no,no,no,parking_obstructed,13188,10_20_min,"36, 43, 44",36,43,44,,,,,,,,,no,no,"metal_sign,paint_on_pavement",yes,combination,North,-122.4637291,37.75661505,0 metal_sign
947,42a7bce1-51ce-492c-83be-0f0f1c351139,no,no,no,clear,15253,10_20_min,"36, 43, 44",36,43,44,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,North,-122.4636685,37.75500598,3 paint_on_metal_pole
948,845dc661-962b-4abf-8871-c472caf57e37,no,no,no,clear,,10_20_min,"36, 43, 44",36,43,44,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4615555,37.7512221,3 paint_on_metal_pole
949,3187d61b-16f6-4b50-ac0c-e81fb7bde88a,no,no,no,clear,15243,10_20_min,"36, 43, 44",36,43,44,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,South,-122.4608889,37.75082405,3 paint_on_metal_pole
950,1c3044b8-b022-4f6d-ae7e-1652e0dcb19b,yes,yes,yes_working,clear,15247,10_20_min,"36, 43, 44, 52, KLM-owl",36,43,44,52,KLM,,,,,,4,yes,no,"metal_sign,shelter_marking",yes,combination,South,-122.458999,37.74797857,0 metal_sign
951,8ef62c8d-dded-44d8-8670-2559b0a83d11,yes,yes,no,clear,15245,10_20_min,"36, 43, 44",36,43,44,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,South,-122.4589616,37.74849236,1 shelter_marking
952,9b6cfdb2-dda5-443c-a0f3-72d9ec89c464,yes,yes,no,clear,16113,10_20_min,48,48,,,,,,,,,,4,yes,no,shelter_marking,yes,shelter_marking,South,-122.4588764,37.74846801,1 shelter_marking
953,87418c40-c0fc-4538-b381-e9cc18389c09,no,no,no,clear,15754,10_min,"7, 7-x",7,7,,,,,,,,,,no,no,paint_on_telephone_pole,yes,paint_on_telephone_pole,South,-122.4980684,37.75318619,2 paint_on_telephone_pole
954,f9c9e07d-783d-49f7-a8e2-ff4f140a30c5,no,no,no,parking_obstructed,15753,10_min,"7, 7-x",7,7,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,South,-122.496705,37.75347904,3 paint_on_metal_pole
955,dc33d8bf-9632-469c-99c9-f938dc4e844f,yes,yes,yes_not_working,clear,15765,10_min,"7, 7-x",7,7,,,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,South,-122.4955851,37.75334431,1 shelter_marking
956,273ad947-5f09-4152-b288-bcaff612ca49,yes,yes,yes_working,clear,16540,10_20_min,29,29,,,,,,,,,Bench,8,yes,no,shelter_marking,yes,shelter_marking,South,-122.4950366,37.75324067,1 shelter_marking
957,e18f1af4-3f0f-4fa1-a860-837346568ae1,no,no,no,clear,15764,10_min,"7, 7-x",7,7,,,,,,,,,,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,South,-122.4950651,37.75352008,3 paint_on_metal_pole
958,b03c531b-7a9f-49a4-9849-b5e7025138f4,yes,yes,yes_working,clear,16539,10_20_min,29,29,,,,,,,,,Bench,10,yes,no,shelter_marking,yes,shelter_marking,South,-122.4954139,37.75360344,1 shelter_marking
959,68ec8f95-5a46-4912-8737-e1e88c4da4b2,yes,no,no,clear,16537,10_20_min,29,29,,,,,,,,,Bench,8,no,no,metal_sign,yes,metal_sign,North,-122.4955607,37.75550311,0 metal_sign
960,98e33adf-1f96-4c1d-9045-add58a6603cc,yes,no,no,clear,,10_20_min,29,29,,,,,,,,,Bench,3,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.4952039,37.75505677,3 paint_on_metal_pole
961,b1a31273-809d-4355-beb7-b647158c150c,yes,no,no,clear,,10_20_min,29,29,,,,,,,,,Bench,4,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.4953132,37.75701471,3 paint_on_metal_pole
962,d6c1723f-8794-4ee6-b765-61d55a3f7827,yes,no,no,clear,16535,10_20_min,29,29,,,,,,,,,Bench,10,no,no,"paint_on_pavement,paint_on_metal_pole",yes,combination,North,-122.4956978,37.75729592,3 paint_on_metal_pole
963,bf666f15-b856-4b58-9e1f-786dbbeb3a89,yes,no,no,clear,16532,10_20_min,29,29,,,,,,,,,Bench,2,no,no,paint_on_metal_pole,yes,paint_on_metal_pole,North,-122.495464,37.75883316,3 paint_on_metal_pole
964,c28fa2f2-4ac6-4a86-827c-f00a0401bc81,yes,no,no,clear,16531,10_20_min,29,29,,,,,,,,,Bench,8,no,no,paint_on_pavement,yes,paint_on_pavement,North,-122.4958018,37.75920288,4 paint_on_pavement
965,7966c8ac-cd5e-410c-92e9-6f365a572788,yes,yes,yes_working,clear,16529,10_20_min,29,29,,,,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,North,-122.4959152,37.76111924,1 shelter_marking
967,ec89bdef-cadf-4561-b44e-d0037be6ed54,yes,yes,no,clear,16530,10_20_min,29,29,,,,,,,,,,2,yes,no,shelter_marking,yes,shelter_marking,North,-122.4955472,37.76063154,1 shelter_marking
969,07482449-211b-48fa-92b0-90c0f4532300,yes,no,no,clear,16527,10_20_min,29,29,,,,,,,,,Bench,7,no,no,paint_on_pavement,yes,paint_on_pavement,North,-122.4957395,37.76262855,4 paint_on_pavement
970,a05dcd15-cc4f-482c-b5ea-5b10fd43891a,yes,no,no,clear,16528,10_20_min,29,29,,,,,,,,,Bench,6,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,North,-122.4960524,37.76266218,3 paint_on_metal_pole
971,14d83e60-bb77-4e67-ae46-641bf4222e6e,no,no,no,parking_obstructed,13562,10_20_min,29,29,,,,,,,,,,,no,no,"paint_on_metal_pole,paint_on_pavement",yes,combination,North,-122.4966298,37.76428873,3 paint_on_metal_pole
972,cf9fcbca-f9e0-494f-b068-401d161f81ec,yes,yes,yes_working,parking_obstructed,13561,10_20_min,29,29,,,,,,,,,,2,yes,no,"metal_sign,shelter_marking",yes,combination,North,-122.4953858,37.76445702,0 metal_sign
973,0107f41f-5063-4c70-9714-f7377334f96f,no,no,no,clear,15323,10_20_min,29,29,,,,,,,,,,,no,no,paint_on_pavement,yes,paint_on_pavement,North,-122.4946732,37.76480209,4 paint_on_pavement
