stop_code,stop_name,route_short_name,route_long_name,route_type,route_color,route_text_color,direction_id,eol_stop_names_all,eol_stop_names_day,eol_stop_names_owl,start_time,end_time,day_headway,owl_headway,day_headway_min,owl_headway_min,mon,tue,wed,thu,fri,sat,sun
13472,24th St & Guerrero St,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,1,22nd St & Iowa St@@@213,22nd St & Iowa St@@@73,22nd St & Iowa St@@@18,05:51:45,28:56:00,20.05,30.0,13.4,30.0,1,1,1,1,1,1,1
13473,24th St & Harrison St,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,0,24th St & Castro St@@@30###Lower Great Hwy & Rivera St@@@188,Lower Great Hwy & Rivera St@@@72,24th St & Castro St@@@21,05:13:20,29:12:20,20.05,30.0,14.10344827586207,30.0,1,1,1,1,1,1,1
13474,24th St & Harrison St,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,1,22nd St & Iowa St@@@213,22nd St & Iowa St@@@74,22nd St & Iowa St@@@18,05:55:14,28:59:36,20.1,30.0,13.483870967741936,30.0,1,1,1,1,1,1,1
13475,24th St & Hoffman Ave,35,EUREKA,3,005B95,FFFFFF,1,Castro St & Market St@@@85,Castro St & Market St@@@42,,07:35:39,21:03:12,30.076923076923077,,30.0,,1,1,1,1,1,1,1
13476,24th St & Mission St,27,BRYANT,3,005B95,FFFFFF,1,Pacific Ave & Van Ness Ave@@@171,Pacific Ave & Van Ness Ave@@@71,,05:00:00,22:00:00,19.8,,15.0,,1,1,1,1,1,1,1
13476,24th St & Mission St,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,0,24th St & Castro St@@@30###Lower Great Hwy & Rivera St@@@188,Lower Great Hwy & Rivera St@@@71,24th St & Castro St@@@21,05:16:00,29:15:00,20.05,30.0,14.107142857142858,30.0,1,1,1,1,1,1,1
13476,24th St & Mission St,67,BERNAL HEIGHTS,3,005B95,FFFFFF,0,Ellsworth St & Crescent Ave@@@147,Ellsworth St & Crescent Ave@@@66,,06:00:00,22:00:00,20.0,,20.0,,1,1,1,1,1,1,1
13477,24th St & Mission St,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,1,22nd St & Iowa St@@@213,22nd St & Iowa St@@@73,22nd St & Iowa St@@@18,05:53:00,28:57:00,20.05,30.0,13.433333333333334,30.0,1,1,1,1,1,1,1
13478,24th St & Noe St,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,0,24th St & Castro St@@@30###Lower Great Hwy & Rivera St@@@188,Lower Great Hwy & Rivera St@@@72,24th St & Castro St@@@21,05:20:05,29:19:54,20.05,30.0,14.10344827586207,30.0,1,1,1,1,1,1,1
13480,24th St & Potrero Ave,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,0,24th St & Castro St@@@30###Lower Great Hwy & Rivera St@@@188,Lower Great Hwy & Rivera St@@@72,24th St & Castro St@@@21,05:11:17,29:10:17,20.05,30.0,14.10344827586207,30.0,1,1,1,1,1,1,1
13481,24th St & Sanchez St,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,0,24th St & Castro St@@@30###Lower Great Hwy & Rivera St@@@188,Lower Great Hwy & Rivera St@@@72,24th St & Castro St@@@21,05:19:24,29:19:05,20.05,30.0,14.10344827586207,30.0,1,1,1,1,1,1,1
13482,24th St & Sanchez St,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,1,22nd St & Iowa St@@@213,22nd St & Iowa St@@@74,22nd St & Iowa St@@@18,05:49:25,28:54:27,20.0,30.0,13.35483870967742,30.0,1,1,1,1,1,1,1
13483,24th St & South Van Ness Ave,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,0,24th St & Castro St@@@30###Lower Great Hwy & Rivera St@@@188,Lower Great Hwy & Rivera St@@@72,24th St & Castro St@@@21,05:14:54,29:13:54,20.05,30.0,14.10344827586207,30.0,1,1,1,1,1,1,1
13483,24th St & South Van Ness Ave,67,BERNAL HEIGHTS,3,005B95,FFFFFF,1,24th St & Mission St@@@147,24th St & Mission St@@@63,,06:29:07,22:29:07,20.0,,20.0,,1,1,1,1,1,1,1
13484,24th St & South Van Ness Ave,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,1,22nd St & Iowa St@@@213,22nd St & Iowa St@@@73,22nd St & Iowa St@@@18,05:53:42,28:57:50,20.1,30.0,13.433333333333334,30.0,1,1,1,1,1,1,1
13485,24th St & Valencia St,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,0,24th St & Castro St@@@30###Lower Great Hwy & Rivera St@@@188,Lower Great Hwy & Rivera St@@@69,24th St & Castro St@@@21,05:16:40,29:15:48,20.05263157894737,30.0,14.107142857142858,30.0,1,1,1,1,1,1,1
13486,24th St & Valencia St,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,1,22nd St & Iowa St@@@213,22nd St & Iowa St@@@73,22nd St & Iowa St@@@18,05:52:35,28:56:34,20.05,30.0,13.433333333333334,30.0,1,1,1,1,1,1,1
13489,25th Ave & Balboa St,29,SUNSET,3,005B95,FFFFFF,0,Fitzgerald Ave & Keith St@@@283,Fitzgerald Ave & Keith St@@@119,,05:04:39,24:02:24,12.029411764705882,,8.5625,,1,1,1,1,1,1,1
13490,25th Ave & Balboa St,29,SUNSET,3,005B95,FFFFFF,1,25th Ave & El Camino Del Mar@@@34###Bowley St & Lincoln Blvd@@@245,Bowley St & Lincoln Blvd@@@119,,05:59:10,24:47:55,12.058823529411764,,8.583333333333334,,1,1,1,1,1,1,1
13492,25th Ave & California St,29,SUNSET,3,005B95,FFFFFF,1,25th Ave & El Camino Del Mar@@@34###Bowley St & Lincoln Blvd@@@245,Bowley St & Lincoln Blvd@@@119,,06:01:28,24:49:31,12.058823529411764,,8.583333333333334,,1,1,1,1,1,1,1
13495,25th Ave & Clement St,29,SUNSET,3,005B95,FFFFFF,0,Fitzgerald Ave & Keith St@@@283,Fitzgerald Ave & Keith St@@@119,,05:02:32,24:00:34,12.0,,8.5625,,1,1,1,1,1,1,1
13496,25th Ave & Clement St,29,SUNSET,3,005B95,FFFFFF,1,25th Ave & El Camino Del Mar@@@34###Bowley St & Lincoln Blvd@@@245,Bowley St & Lincoln Blvd@@@119,,06:00:54,24:49:08,12.058823529411764,,8.583333333333334,,1,1,1,1,1,1,1
13497,25th Ave & El Camino Del Mar,29,SUNSET,3,005B95,FFFFFF,1,25th Ave & El Camino Del Mar@@@34###Bowley St & Lincoln Blvd@@@245,Bowley St & Lincoln Blvd@@@117,,06:02:39,24:50:21,12.06060606060606,,8.583333333333334,,1,1,1,1,1,1,1
13498,25th Ave & El Camino Del Mar,29,SUNSET,3,005B95,FFFFFF,0,Fitzgerald Ave & Keith St@@@262,Fitzgerald Ave & Keith St@@@120,,05:01:19,21:41:19,12.0,,8.551020408163266,,1,1,1,1,1,1,1
13499,25th Ave & Fulton St,29,SUNSET,3,005B95,FFFFFF,0,Fitzgerald Ave & Keith St@@@283,Fitzgerald Ave & Keith St@@@119,,05:06:01,24:03:37,12.058823529411764,,8.5625,,1,1,1,1,1,1,1
13500,25th Ave & Geary Blvd,29,SUNSET,3,005B95,FFFFFF,0,Fitzgerald Ave & Keith St@@@283,Fitzgerald Ave & Keith St@@@119,,05:03:14,24:01:10,12.029411764705882,,8.5625,,1,1,1,1,1,1,1
13501,25th Ave & Geary Blvd,29,SUNSET,3,005B95,FFFFFF,1,25th Ave & El Camino Del Mar@@@34###Bowley St & Lincoln Blvd@@@245,Bowley St & Lincoln Blvd@@@119,,06:00:18,24:48:42,12.058823529411764,,8.583333333333334,,1,1,1,1,1,1,1
13504,25th St & Connecticut St,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,0,24th St & Castro St@@@30###Lower Great Hwy & Rivera St@@@188,Lower Great Hwy & Rivera St@@@71,24th St & Castro St@@@21,05:05:48,29:04:48,20.0,30.0,14.107142857142858,30.0,1,1,1,1,1,1,1
13505,25th St & Connecticut St,19,POLK,3,005B95,FFFFFF,0,Donahue St & Innes Ave@@@169,Donahue St & Innes Ave@@@69,,05:32:48,22:34:48,20.25,,15.115384615384615,,1,1,1,1,1,1,1
13505,25th St & Connecticut St,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,1,22nd St & Iowa St@@@213,22nd St & Iowa St@@@71,22nd St & Iowa St@@@21,06:02:06,29:07:06,20.157894736842106,30.0,13.533333333333333,30.0,1,1,1,1,1,1,1
13507,25th St & Dakota St,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,0,24th St & Castro St@@@30###Lower Great Hwy & Rivera St@@@188,Lower Great Hwy & Rivera St@@@72,24th St & Castro St@@@21,05:05:25,29:04:25,20.0,30.0,14.10344827586207,30.0,1,1,1,1,1,1,1
13510,25th St & Noe St,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,1,22nd St & Iowa St@@@1,22nd St & Iowa St@@@1,,15:55:00,15:55:00,,,,,1,1,1,1,1,0,0
13511,25th St & Potrero Ave,33,ASHBURY-18TH ST,3,005B95,FFFFFF,1,Arguello Blvd & California St@@@21###Sacramento St & Cherry St@@@130,Sacramento St & Cherry St@@@64,,06:00:00,22:38:00,20.0,,20.0,,1,1,1,1,1,1,1
13512,25th St & Wisconsin St,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,0,24th St & Castro St@@@30###Lower Great Hwy & Rivera St@@@188,Lower Great Hwy & Rivera St@@@71,24th St & Castro St@@@21,05:06:18,29:05:18,20.0,30.0,14.107142857142858,30.0,1,1,1,1,1,1,1
13513,Wisconsin St &  25th St,19,POLK,3,005B95,FFFFFF,0,Donahue St & Innes Ave@@@169,Donahue St & Innes Ave@@@69,,05:32:02,22:34:02,20.3,,15.076923076923077,,1,1,1,1,1,1,1
13513,Wisconsin St &  25th St,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,1,22nd St & Iowa St@@@213,22nd St & Iowa St@@@71,22nd St & Iowa St@@@21,06:01:35,29:06:35,20.210526315789473,30.0,13.533333333333333,30.0,1,1,1,1,1,1,1
13514,26th St & Castro St,24,DIVISADERO,3,005B95,FFFFFF,1,Divisadero St & Sutter St@@@42###Fillmore St & Jackson St@@@29###Jackson St & Webster St@@@246,Jackson St & Webster St@@@112,Divisadero St & Sutter St@@@21,05:24:36,29:14:24,12.147058823529411,30.0,10.097560975609756,30.0,1,1,1,1,1,1,1
13516,26th St & De Haro St,19,POLK,3,005B95,FFFFFF,1,Beach St & Polk St@@@169,Beach St & Polk St@@@70,,05:22:11,22:12:11,20.0,,15.0,,1,1,1,1,1,1,1
13516,26th St & De Haro St,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,0,24th St & Castro St@@@30###Lower Great Hwy & Rivera St@@@188,Lower Great Hwy & Rivera St@@@71,24th St & Castro St@@@21,05:07:10,29:06:10,20.0,30.0,14.107142857142858,30.0,1,1,1,1,1,1,1
13517,26th St & De Haro St,19,POLK,3,005B95,FFFFFF,0,Donahue St & Innes Ave@@@169,Donahue St & Innes Ave@@@70,,05:31:01,22:33:01,20.3,,15.074074074074074,,1,1,1,1,1,1,1
13517,26th St & De Haro St,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,1,22nd St & Iowa St@@@213,22nd St & Iowa St@@@71,22nd St & Iowa St@@@21,06:00:50,29:05:50,20.210526315789473,30.0,13.533333333333333,30.0,1,1,1,1,1,1,1
13520,26th St & Noe St,24,DIVISADERO,3,005B95,FFFFFF,1,Divisadero St & Sutter St@@@42###Fillmore St & Jackson St@@@29###Jackson St & Webster St@@@246,Jackson St & Webster St@@@112,Divisadero St & Sutter St@@@21,05:24:03,29:13:47,12.147058823529411,30.0,10.097560975609756,30.0,1,1,1,1,1,1,1
13521,26th St & Noe St,24,DIVISADERO,3,005B95,FFFFFF,0,3rd St & Palou Ave@@@287###Cortland Ave & Bayshore Blvd@@@30,3rd St & Palou Ave@@@110,Cortland Ave & Bayshore Blvd@@@18,04:32:52,28:48:08,12.121212121212121,30.0,10.048780487804878,30.0,1,1,1,1,1,1,1
13522,26th St & Rhode Island St,19,POLK,3,005B95,FFFFFF,1,Beach St & Polk St@@@169,Beach St & Polk St@@@69,,05:22:28,22:12:28,20.0,,15.038461538461538,,1,1,1,1,1,1,1
13522,26th St & Rhode Island St,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,0,24th St & Castro St@@@30###Lower Great Hwy & Rivera St@@@188,Lower Great Hwy & Rivera St@@@71,24th St & Castro St@@@21,05:07:26,29:06:26,20.0,30.0,14.107142857142858,30.0,1,1,1,1,1,1,1
13524,26th St & Wisconsin St,19,POLK,3,005B95,FFFFFF,1,Beach St & Polk St@@@169,Beach St & Polk St@@@70,,05:21:46,22:11:46,20.0,,15.037037037037036,,1,1,1,1,1,1,1
13524,26th St & Wisconsin St,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,0,24th St & Castro St@@@30###Lower Great Hwy & Rivera St@@@188,Lower Great Hwy & Rivera St@@@71,24th St & Castro St@@@21,05:06:47,29:05:47,20.0,30.0,14.107142857142858,30.0,1,1,1,1,1,1,1
13525,29th Ave & Vicente St,66,QUINTARA,3,005B95,FFFFFF,1,9th Ave & Judah St@@@135,9th Ave & Judah St@@@63,,08:13:17,22:12:17,20.0,,20.0,,1,1,1,1,1,1,1
13526,30th Ave & Quintara St,66,QUINTARA,3,005B95,FFFFFF,1,9th Ave & Judah St@@@135,9th Ave & Judah St@@@63,,08:16:34,22:15:24,20.0,,20.0,,1,1,1,1,1,1,1
13527,30th Ave & Quintara St,66,QUINTARA,3,005B95,FFFFFF,0,Vicente St & 30th Ave@@@137,Vicente St & 30th Ave@@@63,,08:09:46,22:08:55,20.0,,20.0,,1,1,1,1,1,1,1
13528,30th Ave & Rivera St,66,QUINTARA,3,005B95,FFFFFF,0,Vicente St & 30th Ave@@@137,Vicente St & 30th Ave@@@63,,08:10:12,22:09:18,20.0,,20.0,,1,1,1,1,1,1,1
13529,30th Ave & Rivera St,66,QUINTARA,3,005B95,FFFFFF,1,9th Ave & Judah St@@@135,9th Ave & Judah St@@@63,,08:16:03,22:14:56,20.0,,20.0,,1,1,1,1,1,1,1
13530,30th Ave & Santiago St,66,QUINTARA,3,005B95,FFFFFF,0,Vicente St & 30th Ave@@@137,Vicente St & 30th Ave@@@63,,08:10:40,22:09:42,20.0,,20.0,,1,1,1,1,1,1,1
13531,30th Ave & Santiago St,66,QUINTARA,3,005B95,FFFFFF,1,9th Ave & Judah St@@@135,9th Ave & Judah St@@@63,,08:15:31,22:14:28,20.0,,20.0,,1,1,1,1,1,1,1
13532,30th Ave & Taraval St,66,QUINTARA,3,005B95,FFFFFF,0,Vicente St & 30th Ave@@@137,Vicente St & 30th Ave@@@63,,08:11:00,22:10:00,20.0,,20.0,,1,1,1,1,1,1,1
13533,30th Ave & Taraval St,66,QUINTARA,3,005B95,FFFFFF,1,9th Ave & Judah St@@@135,9th Ave & Judah St@@@63,,08:15:00,22:14:00,20.0,,20.0,,1,1,1,1,1,1,1
13534,30th Ave & Ulloa St,66,QUINTARA,3,005B95,FFFFFF,0,Vicente St & 30th Ave@@@137,Vicente St & 30th Ave@@@63,,08:11:51,22:10:51,20.0,,20.0,,1,1,1,1,1,1,1
13535,30th St & Church St,24,DIVISADERO,3,005B95,FFFFFF,1,Divisadero St & Sutter St@@@42###Fillmore St & Jackson St@@@29###Jackson St & Webster St@@@246,Jackson St & Webster St@@@109,Divisadero St & Sutter St@@@21,05:20:16,29:09:27,12.121212121212121,30.0,10.075,30.0,1,1,1,1,1,1,1
13536,30th St & Church St,24,DIVISADERO,3,005B95,FFFFFF,0,3rd St & Palou Ave@@@287###Cortland Ave & Bayshore Blvd@@@30,3rd St & Palou Ave@@@112,Cortland Ave & Bayshore Blvd@@@18,04:36:27,28:52:14,12.147058823529411,30.0,10.073170731707316,30.0,1,1,1,1,1,1,1
13537,30th St & Dolores St,24,DIVISADERO,3,005B95,FFFFFF,1,Divisadero St & Sutter St@@@42###Fillmore St & Jackson St@@@29###Jackson St & Webster St@@@246,Jackson St & Webster St@@@109,Divisadero St & Sutter St@@@21,05:19:35,29:08:40,12.121212121212121,30.0,10.075,30.0,1,1,1,1,1,1,1
13537,30th St & Dolores St,36,TERESITA,3,005B95,FFFFFF,1,Laguna Honda Blvd/Forest Hill Sta@@@92,Laguna Honda Blvd/Forest Hill Sta@@@42,,08:28:38,22:28:38,30.0,,30.0,,1,1,1,1,1,1,1
13537,30th St & Dolores St,J,CHURCH,0,A96614,FFFFFF,1,Church St & Duboce Ave@@@40###Metro Embarcadero Station@@@190,Metro Embarcadero Station@@@84,,05:08:21,24:08:21,15.037037037037036,,14.962962962962964,,1,1,1,1,1,1,1
13538,30th St & Dolores St,24,DIVISADERO,3,005B95,FFFFFF,0,3rd St & Palou Ave@@@287###Cortland Ave & Bayshore Blvd@@@30,3rd St & Palou Ave@@@111,Cortland Ave & Bayshore Blvd@@@18,04:37:08,28:53:00,12.147058823529411,30.0,10.1,30.0,1,1,1,1,1,1,1
13538,30th St & Dolores St,36,TERESITA,3,005B95,FFFFFF,0,Valencia St & Mission St@@@91,Valencia St & Mission St@@@42,,08:41:04,22:33:14,30.0,,30.0,,1,1,1,1,1,1,1
13538,30th St & Dolores St,J,CHURCH,0,A96614,FFFFFF,0,Balboa Park BART/Mezzanine Level@@@233,Balboa Park BART/Mezzanine Level@@@84,,05:40:50,25:14:46,15.074074074074074,,15.074074074074074,,1,1,1,1,1,1,1
13540,30th St & Mission St,24,DIVISADERO,3,005B95,FFFFFF,1,Divisadero St & Sutter St@@@42###Fillmore St & Jackson St@@@29###Jackson St & Webster St@@@246,Jackson St & Webster St@@@109,Divisadero St & Sutter St@@@21,05:19:00,29:08:00,12.121212121212121,30.0,10.075,30.0,1,1,1,1,1,1,1
13540,30th St & Mission St,36,TERESITA,3,005B95,FFFFFF,1,Laguna Honda Blvd/Forest Hill Sta@@@92,Laguna Honda Blvd/Forest Hill Sta@@@42,,08:28:00,22:28:00,30.0,,30.0,,1,1,1,1,1,1,1
13541,30th St & Mission St,24,DIVISADERO,3,005B95,FFFFFF,0,3rd St & Palou Ave@@@287###Cortland Ave & Bayshore Blvd@@@30,3rd St & Palou Ave@@@111,Cortland Ave & Bayshore Blvd@@@18,04:38:00,28:54:00,12.176470588235293,30.0,10.1,30.0,1,1,1,1,1,1,1
13542,30th St & Noe St,24,DIVISADERO,3,005B95,FFFFFF,1,Divisadero St & Sutter St@@@42###Fillmore St & Jackson St@@@29###Jackson St & Webster St@@@246,Jackson St & Webster St@@@112,Divisadero St & Sutter St@@@21,05:21:34,29:10:57,12.147058823529411,30.0,10.097560975609756,30.0,1,1,1,1,1,1,1
13543,30th St & Sanchez St,24,DIVISADERO,3,005B95,FFFFFF,1,Divisadero St & Sutter St@@@42###Fillmore St & Jackson St@@@29###Jackson St & Webster St@@@246,Jackson St & Webster St@@@111,Divisadero St & Sutter St@@@21,05:20:56,29:10:12,12.117647058823529,30.0,10.075,30.0,1,1,1,1,1,1,1
13544,30th St & Sanchez St,24,DIVISADERO,3,005B95,FFFFFF,0,3rd St & Palou Ave@@@287###Cortland Ave & Bayshore Blvd@@@30,3rd St & Palou Ave@@@110,Cortland Ave & Bayshore Blvd@@@18,04:35:47,28:51:28,12.151515151515152,30.0,10.073170731707316,30.0,1,1,1,1,1,1,1
13545,32nd Ave & Balboa St,38,GEARY,3,005B95,FFFFFF,0,Geary Blvd & 32nd Ave@@@141,Geary Blvd & 32nd Ave@@@68,,08:22:11,20:35:47,20.05,,16.12,,1,1,1,1,1,1,1
13546,32nd Ave & California St,1,CALIFORNIA,3,005B95,FFFFFF,1,California St & Presidio Ave@@@28###Clay St & Drumm St@@@328,Clay St & Drumm St@@@136,,05:01:36,24:25:25,10.0,,8.0,,1,1,1,1,1,1,1
13546,32nd Ave & California St,1X,CALIFORNIA EXPRESS,3,BF2B45,FFFFFF,1,Davis St & Pine St@@@5,,,07:17:54,08:22:54,,,,,1,1,1,1,1,0,0
13547,32nd Ave & California St,1,CALIFORNIA,3,005B95,FFFFFF,0,Geary Blvd & 33rd Ave@@@356,Geary Blvd & 33rd Ave@@@134,,04:47:59,24:20:50,10.075,,8.03921568627451,,1,1,1,1,1,1,1
13547,32nd Ave & California St,1X,CALIFORNIA EXPRESS,3,BF2B45,FFFFFF,0,33rd Ave & Geary Blvd@@@3,,,17:12:13,18:12:13,,,,,1,1,1,1,1,0,0
13548,32nd Ave & Clement St,1,CALIFORNIA,3,005B95,FFFFFF,1,California St & Presidio Ave@@@28###Clay St & Drumm St@@@328,Clay St & Drumm St@@@136,,05:01:06,24:24:59,10.0,,8.0,,1,1,1,1,1,1,1
13548,32nd Ave & Clement St,1X,CALIFORNIA EXPRESS,3,BF2B45,FFFFFF,1,Davis St & Pine St@@@5,,,07:16:57,08:21:57,,,,,1,1,1,1,1,0,0
13549,32nd Ave & Clement St,1,CALIFORNIA,3,005B95,FFFFFF,0,Geary Blvd & 33rd Ave@@@356,Geary Blvd & 33rd Ave@@@134,,04:48:25,24:21:20,10.05,,8.03921568627451,,1,1,1,1,1,1,1
13549,32nd Ave & Clement St,1X,CALIFORNIA EXPRESS,3,BF2B45,FFFFFF,0,33rd Ave & Geary Blvd@@@3,,,17:13:18,18:13:18,,,,,1,1,1,1,1,0,0
13550,32nd Ave & Geary Blvd,1,CALIFORNIA,3,005B95,FFFFFF,0,Geary Blvd & 33rd Ave@@@356,Geary Blvd & 33rd Ave@@@134,,04:48:55,24:21:54,10.075,,8.03921568627451,,1,1,1,1,1,1,1
13551,33rd Ave & Anza St,18,46TH AVENUE,3,005B95,FFFFFF,0,19th Ave & Buckingham Way@@@144,19th Ave & Buckingham Way@@@63,,06:02:44,22:03:44,20.0,,20.0,,1,1,1,1,1,1,1
13551,33rd Ave & Anza St,38,GEARY,3,005B95,FFFFFF,0,Geary Blvd & 32nd Ave@@@141,Geary Blvd & 32nd Ave@@@68,,08:21:23,20:34:35,20.05,,16.12,,1,1,1,1,1,1,1
13552,33rd Ave & Anza St,18,46TH AVENUE,3,005B95,FFFFFF,1,33rd Ave & Geary Blvd@@@33###Legion Of Honor@@@111,Legion Of Honor@@@63,,06:36:14,22:23:20,20.0,,20.0,,1,1,1,1,1,1,1
13553,33rd Ave & Balboa St,18,46TH AVENUE,3,005B95,FFFFFF,1,33rd Ave & Geary Blvd@@@33###Legion Of Honor@@@111,Legion Of Honor@@@63,,06:35:32,22:22:43,20.0,,20.0,,1,1,1,1,1,1,1
13554,33rd Ave & Balboa St,18,46TH AVENUE,3,005B95,FFFFFF,0,19th Ave & Buckingham Way@@@144,19th Ave & Buckingham Way@@@63,,06:03:26,22:04:26,20.0,,20.0,,1,1,1,1,1,1,1
13554,33rd Ave & Balboa St,38,GEARY,3,005B95,FFFFFF,0,Geary Blvd & 32nd Ave@@@141,Geary Blvd & 32nd Ave@@@68,,08:21:49,20:35:14,20.05,,16.12,,1,1,1,1,1,1,1
13555,33rd Ave & Clement St,1,CALIFORNIA,3,005B95,FFFFFF,1,California St & Presidio Ave@@@28###Clay St & Drumm St@@@328,Clay St & Drumm St@@@136,,05:00:40,24:24:35,10.0,,8.0,,1,1,1,1,1,1,1
13555,33rd Ave & Clement St,18,46TH AVENUE,3,005B95,FFFFFF,0,19th Ave & Buckingham Way@@@24,,,19:20:25,21:59:25,,,,,1,1,1,1,1,1,1
13555,33rd Ave & Clement St,18,46TH AVENUE,3,005B95,FFFFFF,1,Legion Of Honor@@@111,Legion Of Honor@@@63,,06:37:27,18:38:27,20.0,,20.0,,1,1,1,1,1,1,1
13555,33rd Ave & Clement St,1X,CALIFORNIA EXPRESS,3,BF2B45,FFFFFF,1,Davis St & Pine St@@@5,,,07:16:07,08:21:07,,,,,1,1,1,1,1,0,0
13556,33rd Ave & Clement St,18,46TH AVENUE,3,005B95,FFFFFF,0,19th Ave & Buckingham Way@@@144,19th Ave & Buckingham Way@@@63,,06:01:32,22:02:32,20.0,,20.0,,1,1,1,1,1,1,1
13556,33rd Ave & Clement St,1X,CALIFORNIA EXPRESS,3,BF2B45,FFFFFF,0,33rd Ave & Geary Blvd@@@3,,,17:14:02,18:14:02,,,,,1,1,1,1,1,0,0
13557,33rd Ave & Geary Blvd,1X,CALIFORNIA EXPRESS,3,BF2B45,FFFFFF,1,Davis St & Pine St@@@5,,,07:15:00,08:20:00,,,,,1,1,1,1,1,0,0
13558,33rd Ave & Geary Blvd,18,46TH AVENUE,3,005B95,FFFFFF,0,19th Ave & Buckingham Way@@@144,19th Ave & Buckingham Way@@@63,,06:02:00,22:03:00,20.0,,20.0,,1,1,1,1,1,1,1
13559,33rd Ave & Geary Blvd,18,46TH AVENUE,3,005B95,FFFFFF,0,19th Ave & Buckingham Way@@@24,,,19:20:00,21:59:00,,,,,1,1,1,1,1,1,1
13559,33rd Ave & Geary Blvd,18,46TH AVENUE,3,005B95,FFFFFF,1,33rd Ave & Geary Blvd@@@33###Legion Of Honor@@@111,Legion Of Honor@@@63,,06:37:00,22:24:00,20.0,,20.0,,1,1,1,1,1,1,1
13560,33rd Ave & Geary Blvd,38,GEARY,3,005B95,FFFFFF,0,Geary Blvd & 32nd Ave@@@141,Geary Blvd & 32nd Ave@@@68,,08:21:00,20:34:00,20.05,,16.12,,1,1,1,1,1,1,1
13561,36th Ave & Lincoln Way,29,SUNSET,3,005B95,FFFFFF,1,25th Ave & El Camino Del Mar@@@34###Bowley St & Lincoln Blvd@@@245,Bowley St & Lincoln Blvd@@@119,,05:49:55,24:42:11,12.029411764705882,,8.583333333333334,,1,1,1,1,1,1,1
13562,37th Ave & Lincoln Way,29,SUNSET,3,005B95,FFFFFF,0,Fitzgerald Ave & Keith St@@@283,Fitzgerald Ave & Keith St@@@119,,05:14:05,24:09:55,12.147058823529411,,8.5625,,1,1,1,1,1,1,1
13563,39th Ave & Quintara St,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,0,Lower Great Hwy & Rivera St@@@188,Lower Great Hwy & Rivera St@@@72,,05:41:44,24:42:05,20.0,,14.0,,1,1,1,1,1,1,1
13564,39th Ave & Rivera St,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,0,Lower Great Hwy & Rivera St@@@188,Lower Great Hwy & Rivera St@@@72,,05:41:13,24:41:27,20.0,,14.0,,1,1,1,1,1,1,1
13565,39th Ave & Rivera St,48,QUINTARA-24TH STREET,3,005B95,FFFFFF,1,22nd St & Iowa St@@@183,22nd St & Iowa St@@@74,,05:23:37,24:03:37,20.05,,13.290322580645162,,1,1,1,1,1,1,1
13566,42nd Ave & Clement St,38,GEARY,3,005B95,FFFFFF,0,48th Ave & Point Lobos Ave@@@39###V.A. Hospital@@@134,V.A. Hospital@@@68,,06:09:34,24:24:34,20.05,,16.16,,1,1,1,1,1,1,1
13567,43rd Ave & Clement St,38,GEARY,3,005B95,FFFFFF,0,48th Ave & Point Lobos Ave@@@39,,,21:07:26,24:26:26,,,,,1,1,1,1,1,1,1
13567,43rd Ave & Clement St,38,GEARY,3,005B95,FFFFFF,1,Transit Center Bay D@@@141,Transit Center Bay D@@@69,,06:08:33,20:33:33,20.0,,16.0,,1,1,1,1,1,1,1
13568,43rd Ave & Point Lobos Ave,38,GEARY,3,005B95,FFFFFF,0,48th Ave & Point Lobos Ave@@@39,,,21:07:43,24:26:43,,,,,1,1,1,1,1,1,1
13568,43rd Ave & Point Lobos Ave,38,GEARY,3,005B95,FFFFFF,1,Transit Center Bay D@@@141,Transit Center Bay D@@@69,,06:08:51,20:33:51,20.0,,16.0,,1,1,1,1,1,1,1
13570,45th Ave & Balboa St,18,46TH AVENUE,3,005B95,FFFFFF,1,33rd Ave & Geary Blvd@@@33###Legion Of Honor@@@111,Legion Of Honor@@@63,,06:31:07,22:18:51,20.0,,20.0,,1,1,1,1,1,1,1
