13062,Balboa St & 37th Ave,18,46TH AVENUE,33rd Ave + Geary,18152,06:33:55,22:21:16,0,0,0,0,0,1,0
13062,Balboa St & 37th Ave,18,46TH AVENUE,33rd Ave + Geary,18152,06:33:55,22:21:16,0,0,0,0,0,0,1
13062,Balboa St & 37th Ave,31,BALBOA,Masonic + Turk,18758,05:04:03,22:38:46,1,1,1,1,1,0,0
13062,Balboa St & 37th Ave,31,BALBOA,Masonic + Turk,18758,05:03:46,22:39:03,0,0,0,0,0,1,0
13062,Balboa St & 37th Ave,31,BALBOA,Masonic + Turk,18758,05:03:46,22:39:03,0,0,0,0,0,0,1
13063,Balboa St & 40th Ave,18,46TH AVENUE,Stonestown,18152,06:05:28,22:06:28,1,1,1,1,1,0,0
13063,Balboa St & 40th Ave,18,46TH AVENUE,Stonestown,18152,06:05:28,22:06:28,0,0,0,0,0,1,0
13063,Balboa St & 40th Ave,18,46TH AVENUE,Stonestown,18152,06:05:28,22:06:28,0,0,0,0,0,0,1
13063,Balboa St & 40th Ave,31,BALBOA,Ocean Beach,18758,04:46:36,22:31:36,1,1,1,1,1,0,0
13063,Balboa St & 40th Ave,31,BALBOA,Ocean Beach,18758,04:46:36,22:31:47,0,0,0,0,0,1,0
13063,Balboa St & 40th Ave,31,BALBOA,Ocean Beach,18758,04:46:36,22:31:47,0,0,0,0,0,0,1
13064,Balboa St & 40th Ave,18,46TH AVENUE,33rd Ave + Geary,18152,06:32:52,22:20:21,1,1,1,1,1,0,0
13064,Balboa St & 40th Ave,18,46TH AVENUE,33rd Ave + Geary,18152,06:32:52,22:20:21,0,0,0,0,0,1,0
13064,Balboa St & 40th Ave,18,46TH AVENUE,33rd Ave + Geary,18152,06:32:52,22:20:21,0,0,0,0,0,0,1
13064,Balboa St & 40th Ave,31,BALBOA,Masonic + Turk,18758,05:03:13,22:38:00,1,1,1,1,1,0,0
13064,Balboa St & 40th Ave,31,BALBOA,Masonic + Turk,18758,05:03:00,22:38:13,0,0,0,0,0,1,0
13064,Balboa St & 40th Ave,31,BALBOA,Masonic + Turk,18758,05:03:00,22:38:13,0,0,0,0,0,0,1
13065,Balboa St & 43rd Ave,18,46TH AVENUE,Stonestown,18152,06:06:22,22:07:22,1,1,1,1,1,0,0
13065,Balboa St & 43rd Ave,18,46TH AVENUE,Stonestown,18152,06:06:22,22:07:22,0,0,0,0,0,1,0
13065,Balboa St & 43rd Ave,18,46TH AVENUE,Stonestown,18152,06:06:22,22:07:22,0,0,0,0,0,0,1
13065,Balboa St & 43rd Ave,31,BALBOA,Ocean Beach,18758,04:47:27,22:32:27,1,1,1,1,1,0,0
13065,Balboa St & 43rd Ave,31,BALBOA,Ocean Beach,18758,04:47:27,22:32:34,0,0,0,0,0,1,0
13065,Balboa St & 43rd Ave,31,BALBOA,Ocean Beach,18758,04:47:27,22:32:34,0,0,0,0,0,0,1
13066,Balboa St & 43rd Ave,18,46TH AVENUE,33rd Ave + Geary,18152,06:31:48,22:19:26,1,1,1,1,1,0,0
13066,Balboa St & 43rd Ave,18,46TH AVENUE,33rd Ave + Geary,18152,06:31:48,22:19:26,0,0,0,0,0,1,0
13066,Balboa St & 43rd Ave,18,46TH AVENUE,33rd Ave + Geary,18152,06:31:48,22:19:26,0,0,0,0,0,0,1
13066,Balboa St & 43rd Ave,31,BALBOA,Masonic + Turk,18758,05:02:22,22:37:13,1,1,1,1,1,0,0
13066,Balboa St & 43rd Ave,31,BALBOA,Masonic + Turk,18758,05:02:13,22:37:22,0,0,0,0,0,1,0
13066,Balboa St & 43rd Ave,31,BALBOA,Masonic + Turk,18758,05:02:13,22:37:22,0,0,0,0,0,0,1
13067,Balboa St & Arguello Blvd,31,BALBOA,Ocean Beach,18758,04:35:45,22:20:25,1,1,1,1,1,0,0
13067,Balboa St & Arguello Blvd,31,BALBOA,Ocean Beach,18758,04:36:02,22:21:25,0,0,0,0,0,1,0
