stop_code,BS_ID,STOP_NAME,STOP_LAT,STOP_LONG,max_ons,log_max_ons
13450,3450,23rd St&Kansas St SW-NS,37.75445,-122.40267,2,2..5
13452,3452,23rd St&Rhode Island St SW-NS/PS,37.75451,-122.40169,5,5..10
13453,3453,23rd St&Utah St NE-NS/BZ,37.75442,-122.40494,114,100..200
13454,3454,23rd St&Utah St SE-FS/BZ,37.7543,-122.4053,13,10..20
13455,3455,23rd St&Vermont St NW-FS/BZ,37.75448,-122.40391,2,2..5
13456,3456,23rd St&Vermont St SW-NS/BZ,37.7544,-122.40363,3,2..5
13458,3458,24th St&Bryant St NW-FS/BZ,37.75285,-122.40928,111,100..200
13459,3459,24th St&Bryant St SE-FS/BZ,37.75276,-122.40897,31,20..50
13460,3460,24th St&Church St NE-NS/BB,37.75178,-122.42733,8,5..10
13461,3461,24th St&Church St SW-NS/BZ,37.75164,-122.42755,49,20..50
13462,3462,24th St&Castro St NW-FS/BZ,37.75136,-122.43425,15,10..20
13463,3463,24th St&Castro St SE-FS/BZ,37.75126,-122.43394,88,50..100
13464,3464,24th St&Diamond St NE-NS,37.75123,-122.43618,4,2..5
13466,3466,24th St&Dolores St NW-FS/BZ,37.7519,-122.42531,4,2..5
13467,3467,24th St&Dolores St SW-NS/BZ,37.75179,-122.42527,7,5..10
13469,3469,24th St&Folsom St NW-FS/BZ,37.75256,-122.41424,58,50..100
13470,3470,24th St&Folsom St SE-FS/BZ,37.75246,-122.41393,51,50..100
13471,3471,24th St&Guerrero St NE-NS/BZ,37.75205,-122.42277,14,10..20
13472,3472,24th St&Guerrero St SW-NS/BZ,37.75191,-122.42299,8,5..10
13473,3473,24th St&Harrison St NW-FS/BZ,37.75269,-122.41205,62,50..100
13474,3474,24th St&Harrison St SE-FS/BZ,37.75259,-122.41174,17,10..20
13476,3476,24th St&Mission St NE-NS/BZ,37.75232,-122.41833,178,100..200
13477,3477,24th St&Mission St SW-NS/BZ,37.75218,-122.41855,401,200..500
13478,3478,24th St&Noe St NE-NS/BZ,37.75151,-122.43177,12,10..20
13480,3480,24th St&Potrero Ave NW-FS/BZ,37.75299,-122.40669,140,100..200
13481,3481,24th St&Sanchez St NE-NS,37.75165,-122.42955,4,2..5
13482,3482,24th St&Sanchez St SW-NS,37.75151,-122.42977,23,20..50
13483,3483,24th St&South Van Ness Ave NE-NS,37.75245,-122.41616,11,10..20
13484,3484,24th St&South Van Ness Ave SW-NS,37.75231,-122.41637,12,10..20
13485,3485,24th St&Valencia St NE-NS/BZ,37.75218,-122.42056,39,20..50
13486,3486,24th St&Valencia St SE-FS/BZ,37.75206,-122.42051,20,20..50
13489,3489,25th Ave&Balboa St NW-NS/PS,37.77642,-122.48456,37,20..50
13490,3490,25th Ave&Balboa St SE-NS/SB,37.77619,-122.48437,10,10..20
13491,3491,25th Ave&California St NW-NS/BZ,37.784,-122.4851,85,50..100
13492,3492,25th Ave&California St SE-NS/BZ,37.78381,-122.48485,5,5..10
13495,3495,25th Ave&Clement St NW-NS/BZ,37.78215,-122.48498,53,50..100
13496,3496,25th Ave&Clement St SE-NS/BZ,37.78195,-122.48471,6,5..10
13497,3497,25th Ave&El Camino Del Mar SE-NS/PS,37.78754,-122.48514,3,2..5
13498,3498,25th Ave&El Camino Del Mar SW-FS/SB,37.78737,-122.48536,11,10..20
13499,3499,25th Ave&Fulton St NW-NS/PS,37.77269,-122.4843,59,50..100
13500,3500,25th Ave&Geary Blvd NW-NS/BZ,37.78026,-122.48484,248,200..500
13501,3501,25th Ave&Geary Blvd SE-NS/BZ,37.77993,-122.48462,16,10..20
13502,3502,25th Ave&Lake St NW-NS/SB,37.78587,-122.48524,7,5..10
13503,3503,25th Ave&Lake St SE-NS/SB,37.78569,-122.48503,1,0..2
13504,3504,25th St&Connecticut St NE-NS/PS,37.75236,-122.39634,40,20..50
13505,3505,25th St&Connecticut St SW-NS/SB,37.75224,-122.39662,15,10..20
13507,3507,25th St&Dakota St NW-FS/PS,37.7525,-122.39483,28,20..50
13511,3511,25th St&Potrero Ave N-MB/BZ,37.75141,-122.40668,113,100..200
13512,3512,25th St&Wisconsin St NE-NS/PS,37.75224,-122.39831,25,20..50
13513,3513,25th St&Wisconsin St SE-FS/PS,37.75216,-122.39829,7,5..10
13514,3514,26th St&Castro St NE-NS/PS,37.74815,-122.43363,11,10..20
13516,3516,26th St&De Haro St NE-NS/SB,37.75086,-122.40015,3,2..5
13517,3517,26th St&De Haro St SE-FS/SB,37.75075,-122.40002,1,0..2
13520,3520,26th St&Noe St NW-FS/SB,37.74827,-122.43177,13,10..20
13521,3521,26th St&Noe St SW-NS/PS,37.74817,-122.43164,8,5..10
13522,3522,26th St&Rhode Island St NE-NS/SB,37.75072,-122.40112,0,0..2
13524,3524,26th St&Wisconsin St NW-FS/SB,37.75111,-122.39866,4,2..5
13535,3535,30th St&Church St NE-NS/BZ,37.74216,-122.42637,31,20..50
13536,3536,30th St&Church St SE-FS/PS,37.74204,-122.42676,14,10..20
13537,3537,30th St&Dolores St NE-NS/PS,37.7423,-122.42403,60,50..100
13538,3538,30th St&Dolores St SW-NS/PS,37.74217,-122.42446,46,20..50
13540,3540,30th St&Mission St NW-FS/BZ,37.74241,-122.42204,277,200..500
13541,3541,30th St&Mission St SW-NS/BZ,37.74231,-122.42217,408,200..500
13542,3542,30th St&Noe St NE-NS/PS,37.74188,-122.43079,8,5..10
13543,3543,30th St&Sanchez St NE-NS/BZ,37.74202,-122.4286,7,5..10
13544,3544,30th St&Sanchez St SW-NS/PS,37.74191,-122.42902,5,5..10
13545,3545,32nd Ave&Balboa St E-MB/BZ,37.77668,-122.49195,1,0..2
13546,3546,32nd Ave&California St SE-NS/PS,37.78342,-122.49244,16,10..20
13547,3547,32nd Ave&California St SW-FS/BZ,37.78343,-122.49255,4,2..5
13548,3548,32nd Ave&Clement St NE-FS/BZ,37.782,-122.49234,33,20..50
13549,3549,32nd Ave&Clement St NW-NS/PS,37.7818,-122.49243,5,5..10
13550,3550,32nd Ave&Geary Blvd NW-NS/PS,37.77994,-122.4923,15,10..20
13551,3551,33rd Ave&Anza St NW-NS/SB,37.77786,-122.49325,1,0..2
13554,3554,33rd Ave&Balboa St NW-NS/BZ,37.776,-122.49313,8,5..10
13555,3555,33rd Ave&Clement St SE-NS/BZ,37.78154,-122.49335,17,10..20
13560,3560,33rd Ave&Geary Blvd SW-FS/BZ,37.77957,-122.49338,12,10..20
13561,3561,36th Ave&Lincoln Way SE-NS/PS,37.76456,-122.49537,8,5..10
13562,3562,37th Ave&Lincoln Way SW-FS/PS,37.76436,-122.49662,6,5..10
13566,3566,42nd Ave&Clement St SE-NS/PS,37.78109,-122.50299,15,10..20
13567,3567,43rd Ave&Clement St SW-FS/SB,37.78101,-122.50423,3,2..5
13568,3568,43rd Ave&Point Lobos Ave NW-NS/PS,37.77978,-122.50414,1,0..2
13599,3599,46th Ave&Taraval St SE-NS/PS,37.74169,-122.50453,17,10..20
13600,3600,46th Ave&Ulloa St NW-NS/PS,37.74,-122.50458,2,2..5
13601,3601,46th Ave&Ulloa St SE-NS/PS,37.73983,-122.50441,142,100..200
13602,3602,46th Ave&Vicente St NW-NS/PS,37.73814,-122.50444,2,2..5
13603,3603,46th Ave&Vicente St SE-NS/PS,37.73797,-122.50427,38,20..50
13608,3608,48th Ave&Point Lobos Ave SW-FS/BZ,37.77902,-122.50941,180,100..200
13621,3621,Alemany Blvd&Arch St NE-NS,37.71163,-122.4669,3,2..5
13622,3622,Alemany Blvd&Arch St SW-NS/BZ,37.71142,-122.46717,9,5..10
13628,3628,Alemany Blvd&St Charles Ave SW-NS,37.71036,-122.46946,1,0..2
13630,3630,Alemany Blvd&Victoria St NE-NS,37.71183,-122.46507,4,2..5
13631,3631,Alemany Blvd&Victoria St SE-FS,37.71164,-122.46492,2,2..5
13642,3642,Arguello Blvd&Balboa St SW-FS/BZ,37.77708,-122.45865,9,5..10
13643,3643,Arguello Blvd&California St SE-NS,37.7856,-122.45909,4,2..5
13644,3644,Arguello Blvd&California St SW-FS,37.78556,-122.45925,21,20..50
13645,3645,Arguello Blvd&Clement St SW-FS/BZ,37.78307,-122.45907,15,10..20
13647,3647,Arguello Blvd&Euclid Ave SE-NS/BZ,37.78374,-122.45896,2,2..5
13648,3648,Arguello Blvd&Fulton St NE-FS/SB,37.77443,-122.4583,4,2..5
13649,3649,Arguello Blvd&Geary Blvd NW-NS/BZ,37.78143,-122.45896,40,20..50
13650,3650,Arguello Blvd&Geary Blvd SE-NS/BZ,37.78108,-122.45876,6,5..10
13651,3651,Arguello Blvd&Turk Blvd NE-FS/BZ,37.77748,-122.45852,2,2..5
13656,3656,Ashbury St&Clifford Ter E-FS/PS,37.76428,-122.44595,3,2..5
13657,3657,Ashbury St&Clifford Ter N-NS/PS,37.7643,-122.4461,2,2..5
13659,3659,Ashbury St&Clayton St SE-FS/PS,37.76298,-122.44681,1,0..2
13661,3661,Ashbury St&Frederick St SE-NS/BZ,37.76715,-122.44628,4,2..5
13662,3662,Ashbury St&Haight St SE-NS/BZ,37.76994,-122.44685,2,2..5
13663,3663,Ashbury St&Piedmont St NW-NS/PS,37.7653,-122.44607,3,2..5
13664,3664,Ashbury St&Piedmont St SE-NS/PS,37.76515,-122.44588,1,0..2
13665,3665,Ashbury St&Waller St NW-NS/PS,37.76916,-122.44685,20,20..50
13666,3666,Ashbury St&Waller St SE-NS/PS,37.76901,-122.44666,1,0..2
13670,3670,Avenue B&Gateview Ave SW-FS/SB,37.82695,-122.3774,21,20..50
13680,3680,Avalon Ave&La Grande Ave SW-NS,37.72474,-122.42422,3,2..5
13681,3681,Avalon Ave&La Grande Ave NE-NS,37.72487,-122.42413,5,5..10
13682,3682,Avalon Ave&Peru Ave SW-NS,37.72508,-122.42342,1,0..2
13685,3685,Bacon St&Girard St NE-NS,37.72744,-122.40451,78,50..100
13686,3686,Bacon St&Girard St SW-NS,37.72732,-122.4047,4,2..5
13687,3687,Bacon St&Goettingen St NE-NS,37.72691,-122.40648,21,20..50
13688,3688,Bacon St&Goettingen St SW-NS,37.7268,-122.40667,4,2..5
13689,3689,Beverly St&Garfield St NW-NS/SB,37.71973,-122.47174,20,20..50
13690,3690,Bernal Heights Blvd&Bradford St NW,37.74183,-122.40978,,
13691,3691,Bernal Heights Blvd&Powhattan Ave NE-FS,37.74151,-122.41067,,
13694,3694,Bosworth St&Elk St SW-NS/SB,37.73487,-122.44007,4,2..5
13695,3695,Bosworth St&Diamond St NE-NS/BZ,37.7336,-122.43401,104,100..200
13696,3696,Bosworth St&Diamond St SE-FS/BZ,37.73349,-122.43408,177,100..200
13697,3697,Bosworth St&Elk St NW-FS/SB,37.73501,-122.44009,8,5..10
13698,3698,Bosworth St&Lippard Ave NE-NS/PS,37.73393,-122.43571,3,2..5
13699,3699,Bosworth St&Lippard Ave SW-NS/PS,37.73383,-122.43597,1,0..2
13705,3705,Lincoln Blvd&Bowley Ave SW-FS/SB,37.78847,-122.48262,11,10..20
13706,3706,Bowley Blvd & Lincoln St,37.79222,-122.48119,122,100..200
13708,3708,Bradford St&Bernal Heights Blvd NE,37.74201,-122.4094,,
13709,3709,Bradford St&Bernal Heights Blvd SW,37.74286,-122.4094,,
13710,3710,Bradford St&Esmeralda Ave SE-NS/PS,37.74285,-122.40934,,
13712,3712,Burnett Ave&Crestline Dr W-FS/SB,37.74912,-122.44494,,
13713,3713,Burnett Ave&Dawnview Way NW-NS/SB,37.74808,-122.44509,,
13715,3715,Broad St&Capitol Ave NE-NS/PS,37.71319,-122.45892,29,20..50
13716,3716,Broad St&Capitol Ave SW-NS/PS,37.71315,-122.45916,28,20..50
13717,3717,Broad St&Orizaba Ave NE-NS/PS,37.71318,-122.46233,10,10..20
13718,3718,Broad St&Plymouth Ave NE-NS/PS,37.71322,-122.45593,30,20..50
13719,3719,Broad St&Plymouth Ave SW-NS/PS,37.71316,-122.45618,37,20..50
13721,3721,Bridgeview Dr&Scotia Ave N-NS,37.73184,-122.3994,8,5..10
13722,3722,Bridge View Dr&Topeka Ave S-NS,37.7332,-122.39769,3,2..5
13723,3723,Bryant St&4TH St S-NS/PS,37.77947,-122.39807,9,5..10
13724,3724,Bryant St&5TH St E-FS/BZ,37.77795,-122.39995,29,20..50
13725,3725,Bryant St&6TH St E-FS/BZ,37.77616,-122.40223,53,50..100
13730,3730,Bryant St&16TH St SE-NS/BZ,37.76549,-122.4104,14,10..20
13731,3731,Bryant St&16TH St SW-FS/BZ,37.7653,-122.41054,19,10..20
13732,3732,Bryant St&17TH St SE-NS/BZ,37.76422,-122.41028,3,2..5
13733,3733,Bryant St&17TH St SW-FS/BZ,37.76402,-122.41041,4,2..5
13734,3734,Bryant St&18TH St NW-NS/BZ,37.76187,-122.4102,3,2..5
13735,3735,Bryant St&18TH St SE-NS/BZ,37.76167,-122.41004,9,5..10
13736,3736,Bryant St&19TH St NW-NS/BZ,37.76058,-122.41008,5,5..10
13737,3737,Bryant St&19TH St SE-NS/BZ,37.76038,-122.40991,9,5..10
13738,3738,Bryant St&20TH St NW-NS/PS,37.75933,-122.40993,5,5..10
13739,3739,Bryant St&20TH St SE-NS/BZ,37.75911,-122.40966,9,5..10
13740,3740,Bryant St&21ST St SE-NS/BZ,37.75751,-122.4095,14,10..20
13741,3741,Bryant St&21ST St SW-FS/BB,37.7574,-122.40961,7,5..10
13742,3742,Bryant St&22ND St NE-FS/BB,37.75621,-122.40942,15,10..20
13743,3743,Bryant St&22ND St SW-FS/BZ,37.75572,-122.40949,2,2..5
13744,3744,Bryant St&23RD St SE-NS/BZ,37.75431,-122.40919,5,5..10
13745,3745,Bryant St&23RD St SW-FS/BB,37.75415,-122.40932,1,0..2
13746,3746,Bryant St&24TH St NE-FS/BZ,37.75291,-122.40909,40,20..50
13747,3747,Bryant St&24TH St SW-FS/BZ,37.75273,-122.40918,5,5..10
13748,3748,Bryant St&25TH St NW-NS/BZ,37.7513,-122.40907,1,0..2
13749,3749,Bryant St&25TH St SE-NS/BZ,37.75111,-122.40889,6,5..10
13750,3750,Bryant St&26TH St NW-NS/BZ,37.74969,-122.40891,2,2..5
13751,3751,Bryant St&26TH St SE-NS/BZ,37.74951,-122.40873,7,5..10
13756,3756,Bryant St&Mariposa St NW-NS/BZ,37.76314,-122.41032,2,2..5
13768,3768,228 Bay Shore Blvd W-FS/BZ,37.74472,-122.40443,3,2..5
13771,3771,Bay Shore Blvd&Alemany Blvd SW-FS/SB,37.73773,-122.407,9,5..10
13772,3772,Bay Shore Blvd&Arleta Ave W-FS/BZ,37.71221,-122.40274,175,100..200
13773,3773,Bay Shore Blvd&Augusta St NW-NS/BZ,37.73425,-122.40558,1,0..2
13775,3775,Bay Shore Blvd&Boutwell St NE-FS/BZ,37.73488,-122.40588,18,10..20
13776,3776,Bay Shore Blvd&Campbell Ave SW-FS,37.71481,-122.39936,,
13778,3778,Bay Shore Blvd&Cortland Ave NE-FS/BZ,37.73986,-122.40677,151,100..200
13779,3779,Bay Shore Blvd&Cortland Ave NW-NS/BZ,37.73946,-122.40712,99,50..100
13780,3780,Bay Shore Blvd&Hester Ave S-NS/PS,37.71497,-122.39898,0,0..2
13783,3783,Bay Shore Blvd&Leland Ave W-FS/BZ,37.71114,-122.40378,32,20..50
13788,3788,Bay Shore Blvd&Silver Ave N-FS/BZ,37.73321,-122.40472,38,20..50
13789,3789,Bay Shore Blvd&Silver Ave NW-NS,37.73296,-122.40479,3,2..5
13793,3793,Bay Shore Blvd&Visitacion Ave E-FS/BZ,37.71062,-122.40389,94,50..100
13812,3812,Bush St&Hyde St SE-FS/BZ,37.78915,-122.41658,13,10..20
13814,3814,Bush St&Leavenworth St SE-FS/BZ,37.7893,-122.41496,7,5..10
13818,3818,Buena Vista Ave East&SJ H NW-MB/SB,37.76773,-122.44021,,
13819,3819,Buena Vista Ter&Buena Vista East E,37.76883,-122.43833,,
13820,3820,Buena Vista Ter&Roosevelt Way NE-FS,37.76685,-122.43815,,
13822,3822,California St&4TH Ave NE-NS/BZ,37.78535,-122.46229,10,10..20
13823,3823,California St&4TH Ave SW-NS/BZ,37.78518,-122.46257,66,50..100
13824,3824,California St&6TH Ave NW-FS/BB,37.78507,-122.46464,129,100..200
13825,3825,California St&6TH Ave SW-NS/BZ,37.7849,-122.46471,152,100..200
13826,3826,California St&7TH Ave SE-FS/BZ,37.78482,-122.46543,75,50..100
13827,3827,California St&8TH Ave SW-NS/BZ,37.78463,-122.46683,62,50..100
13828,3828,California St&10TH Ave NW-FS/PS,37.78467,-122.46916,12,10..20
13830,3830,California St&10TH Ave SW-NS/BZ,37.78455,-122.46896,47,20..50
13831,3831,California St&12TH Ave NE-NS/BZ,37.78459,-122.47085,9,5..10
13832,3832,California St&12TH Ave SW-NS/BZ,37.78445,-122.4711,124,100..200
13833,3833,California St&16TH Ave NE-NS/BZ,37.78439,-122.47523,3,2..5
13834,3834,California St&16TH Ave SW-NS/BZ,37.78425,-122.4755,36,20..50
13835,3835,California St&19TH Ave NE-NS/BZ,37.78424,-122.47845,9,5..10
13836,3836,California St&19TH Ave SW-NS/BZ,37.78411,-122.47871,70,50..100
13837,3837,California St&22ND Ave NE-NS/BZ,37.7841,-122.48166,8,5..10
13838,3838,California St&22ND Ave SW-NS/PS,37.78394,-122.48189,85,50..100
13839,3839,California St&25TH Ave NE-NS/PS,37.78395,-122.48482,10,10..20
13840,3840,California St&25TH Ave SW-NS/BZ,37.78381,-122.48529,152,100..200
13841,3841,California St&28TH Ave NE-NS/PS,37.7838,-122.48807,5,5..10
13842,3842,California St&28TH Ave SW-NS/PS,37.78366,-122.48846,52,50..100
13843,3843,California St&30TH Ave NW-FS/BZ,37.78367,-122.49051,2,2..5
13844,3844,California St&30TH Ave SE-FS/PS,37.78358,-122.49009,23,20..50
13845,3845,California St&Arguello Blvd NW-FS/BZ,37.7857,-122.45929,35,20..50
13846,3846,California St&Arguello Blvd SE-FS/BZ,37.78566,-122.45904,71,50..100
13847,3847,California St&Baker St NE-NS/BZ,37.78774,-122.44363,13,10..20
13848,3848,California St&Baker St SE-FS/BZ,37.78762,-122.44338,38,20..50
13852,3852,California St&Cherry St NW-FS/BZ,37.78604,-122.45684,24,20..50
13853,3853,California St&Cherry St SE-FS/BZ,37.78597,-122.45633,39,20..50
13858,3858,California St&Divisadero St NW-FS/BZ,37.78809,-122.44087,90,50..100
13859,3859,California St&Divisadero St SW-NS/BZ,37.78795,-122.44072,133,100..200
13875,3875,California St&Laurel St NE-NS/BZ,37.78692,-122.44996,32,20..50
13876,3876,California St&Laurel St SW-NS/PS,37.7868,-122.44998,52,50..100
13884,3884,California St&Pierce St NW-FS/BZ,37.78852,-122.43748,15,10..20
13885,3885,California St&Pierce St SE-FS/BZ,37.78846,-122.43681,28,20..50
13886,3886,California St&Park Presidio Blvd NW,37.78452,-122.47325,6,5..10
13887,3887,California St&Park Presidio Blvd SW,37.78437,-122.47276,38,20..50
13892,3892,California St&Presidio Ave NW-FS/BZ,37.78727,-122.44697,305,200..500
13893,3893,California St&Presidio Ave SW-NS/BZ,37.78721,-122.44693,176,100..200
13896,3896,California St&Spruce St NE-NS/BZ,37.78646,-122.45352,76,50..100
13897,3897,California St&Spruce St SW-NS/BZ,37.78638,-122.45327,92,50..100
13911,3911,Carl St&Cole St SW-NS,37.76575,-122.45013,79,50..100
13912,3912,Carl St&Hillway Ave NE-MB,37.765,-122.45656,13,10..20
13913,3913,Carl St&Hillway Ave SE-FS/FL,37.76493,-122.45651,31,20..50
13914,3914,Carl St&Stanyan St NE-NS,37.7655,-122.45259,24,20..50
13915,3915,Carl St&Stanyan St SW-NS,37.76537,-122.45293,44,20..50
13920,3920,Cashmere St&Hudson Ave SW-NS,37.73573,-122.38354,3,2..5
13921,3921,Cashmere St&La Salle Ave NE-FS,37.73585,-122.38695,1,0..2
13922,3922,Cashmere St&Whitney Young Cir W-NS,37.7366,-122.38588,1,0..2
13927,3927,Cabrillo St&La Playa NE-NS/SI,37.77353,-122.51,142,100..200
13930,3930,Cesar Chavez St&Florida St SW-NS/BZ,37.74823,-122.40976,4,2..5
13931,3931,Cesar Chavez St&Folsom St NW-FS/BB,37.74834,-122.41398,4,2..5
13932,3932,Cesar Chavez St&Folsom St SW-NS/BZ,37.74815,-122.41382,7,5..10
13934,3934,Cesar Chavez St&Harrison St SW-NS,37.7482,-122.41163,8,5..10
13936,3936,Cesar Chavez St&South Van Ness Ave NE-NS/BB,37.74831,-122.41576,1,0..2
13940,3940,Chestnut St&Divisadero St NE-NS/BZ,37.80005,-122.44275,7,5..10
13941,3941,Chestnut St&Fillmore St NE-NS/BZ,37.80085,-122.43625,24,20..50
13942,3942,Chestnut St&Fillmore St SW-NS/BZ,37.80074,-122.43637,70,50..100
13947,3947,Chestnut St&Laguna St NW-FS/BZ,37.80149,-122.43148,15,10..20
13948,3948,Chestnut St&Laguna St SW-NS/BZ,37.80137,-122.43141,46,20..50
13952,3952,Chestnut St&Pierce St NW-FS/BZ,37.80051,-122.43935,11,10..20
13953,3953,Chestnut St&Pierce St SW-NS/BZ,37.80031,-122.43962,69,50..100
13957,3957,Chestnut St&Van Ness Ave SW-NS/BZ,37.8022,-122.42489,22,20..50
13958,3958,Chestnut St&Webster St NE-NS/BZ,37.8011,-122.4345,6,5..10
13959,3959,Chestnut St&Webster St SW-NS/BZ,37.80095,-122.4347,32,20..50
13960,3960,Chicago Way&Cordova St E-FS/PS,37.70887,-122.43422,1,0..2
13961,3961,Chicago Way&Cordova St N-NS/SB,37.70897,-122.43434,11,10..20
13962,3962,Chicago Way&Naylor St N-NS/PS,37.70983,-122.43244,5,5..10
13963,3963,Chicago Way&Naylor St S-NS/PS,37.70963,-122.4325,1,0..2
13964,3964,Chicago Way&South Hill Blvd S-NS/PS,37.71057,-122.43138,1,0..2
13984,3984,Church St&16TH St NW-NS/SI,37.76462,-122.42872,96,50..100
13985,3985,Church St&16TH St SE-NS/SI,37.76438,-122.42861,28,20..50
13987,3987,Church St&18TH St NW-NS/SI,37.76147,-122.42842,70,50..100
13994,3994,Church St&22ND St SE-NS/PS,37.75474,-122.42764,64,50..100
13995,3995,Church St&24TH St NW-NS/SI,37.7518,-122.4275,70,50..100
13996,3996,Church St&24TH St SE-NS/SI,37.75159,-122.42735,117,100..200
13997,3997,Church St&27TH St NW-NS/PS,37.74699,-122.42707,64,50..100
13998,3998,Church St&27TH St SE-NS/PS,37.74678,-122.42689,69,50..100
13999,3999,Church St&29TH St SE-NS/SI,37.74359,-122.42659,109,100..200
14000,4000,Church St&30TH St NE-FS/PS,37.74222,-122.42646,98,50..100
14002,4002,Church St&Clipper St NW-NS/PS,37.74939,-122.42729,100,100..200
14003,4003,Church St&Clipper St SE-NS/PS,37.74918,-122.42712,117,100..200
14004,4004,Church St&Day St SW-FS/SI,37.74281,-122.42665,81,50..100
14005,4005,Church St&Duboce Ave NW-NS/BZ,37.7695,-122.42917,105,100..200
14006,4006,Church St&Duboce Ave SE-NS/SI,37.7693,-122.42909,209,200..500
14015,4015,Clay St&Drumm St SW-NS/BZ,37.79544,-122.39682,434,200..500
14016,4016,Clay St&Franklin St SW-NS/BZ,37.79191,-122.42446,41,20..50
14017,4017,Clay St&Front St SE-FS/BZ,37.79512,-122.3991,5,5..10
14018,4018,Clay St&Grant Ave SE-FS/BZ,37.79426,-122.40597,36,20..50
14019,4019,Clay St&Hyde St SW-NS/BZ,37.79276,-122.4179,86,50..100
14020,4020,Clay St&Jones St SW-NS/BZ,37.79317,-122.41462,25,20..50
14021,4021,Clay St&Kearny St SE-FS/BZ,37.79448,-122.40441,28,20..50
14022,4022,Clay St&Larkin St SW-NS/BZ,37.79253,-122.41959,85,50..100
14023,4023,Clay St&Leavenworth St SW-NS/BZ,37.79296,-122.4163,72,50..100
14024,4024,Clay St&Mason St SE-FS/BZ,37.79365,-122.41082,11,10..20
14025,4025,Clay St&Montgomery St SE-FS/BZ,37.79468,-122.40277,18,10..20
14026,4026,Clay St&Polk St SE-FS/BZ,37.79236,-122.42101,290,200..500
14027,4027,Clay St&Powell St SW-NS/BZ,37.79383,-122.40959,20,20..50
14028,4028,Clay St&Sansome St SE-FS/BZ,37.79478,-122.40134,3,2..5
14029,4029,Clay St&Stockton St SE-FS/BZ,37.79408,-122.40756,115,100..200
14030,4030,Clay St&Taylor St SE-FS/BZ,37.79336,-122.41274,32,20..50
14031,4031,Clay St&Van Ness Ave SW-NS/BZ,37.79211,-122.42291,165,100..200
14070,4070,Clayton St&Twin Peaks Blvd SW-FS/BZ,37.76086,-122.44649,4,2..5
14071,4071,Clipper St&Diamond Heights Blvd-NS,37.74689,-122.44396,6,5..10
14072,4072,Clipper St&Portola Dr S-FS,37.7467,-122.445,22,20..50
14075,4075,Clayton St&Corbett Ave E-NS/PS,37.75879,-122.44594,4,2..5
14076,4076,Clayton St&Corbett Ave SE-FS/BZ,37.75867,-122.44587,7,5..10
14077,4077,Clayton St&Carmel St SE-NS/PS,37.76094,-122.44634,2,2..5
14079,4079,Clayton St&Market St NW-FS/PS,37.75838,-122.44448,13,10..20
14080,4080,Clayton St&Market St S-NS/PS,37.75822,-122.44432,3,2..5
14088,4088,Cole St&17TH St NW-NS/SB,37.76171,-122.44921,,
14089,4089,Cole St&Alma St NW-NS/SB,37.76326,-122.44953,,
14090,4090,Cole St&Alma St SE-NS/PS,37.76313,-122.44938,,
14091,4091,Cole St&Carl St NE-FS/BZ,37.76594,-122.44991,21,20..50
14092,4092,Cole St&Carl St SW-FS/BZ,37.76556,-122.44996,21,20..50
14093,4093,Cole St&Carmel St NW-NS/SB,37.76093,-122.44905,,
14094,4094,Cole St&Frederick St NW-NS/PS,37.76683,-122.4502,5,5..10
14095,4095,Cole St&Haight St SE-NS/PS,37.76946,-122.45061,19,10..20
14096,4096,Cole St&Haight St SW-FS/SB,37.76945,-122.45077,30,20..50
14097,4097,Cole St&Parnassus Ave SE-NS/PS,37.76477,-122.44971,,
14098,4098,Cole St&Parnassus Ave SW-FS/BZ,37.76462,-122.44978,,
14099,4099,Cole St&Waller St SE-NS/PS,37.76853,-122.45043,9,5..10
14100,4100,Columbus Ave&Bay St W-MB/BZ,37.80551,-122.41784,52,50..100
14103,4103,Columbus Ave&Chestnut St N-FS/BZ,37.80379,-122.41514,14,10..20
14105,4105,Columbus Ave&Filbert St W-NS/BZ,37.80119,-122.41161,26,20..50
14106,4106,Columbus Ave&Francisco St N-FS/BZ,37.80452,-122.41617,14,10..20
14107,4107,Columbus Ave&Francisco St SW-FS/BZ,37.80421,-122.41597,87,50..100
14114,4114,Columbus Ave&Lombard St SW-FS/BZ,37.8026,-122.41365,56,50..100
14115,4115,Columbus Ave&Mason St E-NS/BZ,37.80209,-122.41266,17,10..20
14116,4116,Columbus Ave&North Point St E-MB/BZ,37.80549,-122.41759,16,10..20
14118,4118,Columbus Ave&Taylor St S-FS/BZ,37.80329,-122.41464,47,20..50
14119,4119,Columbus Ave&Union St NE-FS/BZ,37.8005,-122.41036,60,50..100
14120,4120,Columbus Ave&Union St NW-NS/BZ,37.80038,-122.41051,189,100..200
14122,4122,General Managers Office NE-MB/SB,37.7539,-122.39734,23,20..50
14123,4123,Connecticut St&17TH St SE-NS/SB,37.76498,-122.39766,25,20..50
14124,4124,Connecticut St&17TH St SW-FS/BZ,37.76475,-122.39779,7,5..10
14125,4125,Connecticut St&18TH St NW-NS/PS,37.76261,-122.39757,2,2..5
14126,4126,Connecticut St&18TH St SE-NS/BZ,37.76243,-122.39741,20,20..50
14127,4127,Connecticut St&19TH St SE-NS/PS,37.76115,-122.39733,6,5..10
14128,4128,Connecticut St&25TH St NE-FS/PS,37.75256,-122.3964,43,20..50
