stop_code,BS_ID,STOP_NAME,STOP_LAT,STOP_LONG,max_ons,log_max_ons
14129,4129,Connecticut St&26TH St NE-FS/SB,37.75143,-122.39635,4,2..5
14130,4130,Connecticut St&26TH St NW-NS/SB,37.75127,-122.39652,2,2..5
14131,4131,Connecticut St&Cesar Chavez St NE-FS,37.75,-122.39622,13,10..20
14132,4132,Connecticut St&Cesar Chavez St NW-NS,37.74987,-122.39638,4,2..5
14137,4137,Cordova Ave&Prague St SE-NS/SB,37.71018,-122.43487,17,10..20
14138,4138,Cordova Ave&Winding Way NW-NS/PS,37.70964,-122.43483,0,0..2
14139,4139,Cordova St&Winding Way SE-NS/SB,37.7095,-122.43459,2,2..5
14142,4142,Cortland Ave&Andover St NE-NS/PS,37.73909,-122.41639,41,20..50
14143,4143,Cortland Ave&Andover St SW-NS/BZ,37.73904,-122.41658,13,10..20
14145,4145,Cortland Ave&Bocana St NE-NS/BZ,37.7393,-122.41846,22,20..50
14146,4146,Cortland Ave&Bocana St SW-NS/BZ,37.73931,-122.41872,4,2..5
14147,4147,Cortland Ave&Bradford St N-MB/PS,37.73979,-122.40975,21,20..50
14148,4148,Cortland Ave&Bay Shore Blvd SW-NS/BZ,37.73957,-122.40703,81,50..100
14149,4149,Cortland Ave&Elsie St N-FS/BZ,37.73992,-122.41997,5,5..10
14150,4150,Cortland Ave&Elsie St W-NS/BZ,37.7397,-122.41969,3,2..5
14151,4151,Cortland Ave&Ellsworth St NE-NS/PS,37.73892,-122.41455,12,10..20
14152,4152,Cortland Ave&Ellsworth St SW-NS/BZ,37.73883,-122.41462,6,5..10
14153,4153,Cortland Ave&Folsom St NW-FS/BZ,37.739,-122.41366,58,50..100
14154,4154,Cortland Ave&Folsom St SW-NS/BZ,37.73892,-122.41343,23,20..50
14155,4155,Cortland Ave&Hilton St NW-FS/BZ,37.73969,-122.40781,168,100..200
14156,4156,Cortland Ave&Mission St E-NS/BZ,37.74101,-122.42267,56,50..100
14157,4157,Cortland Ave&Mission St S-FS/BZ,37.74085,-122.42251,94,50..100
14158,4158,Cortland Ave&Prentiss St NE-NS/PS,37.73978,-122.41199,10,10..20
14159,4159,Cortland Ave&Prentiss St SW-NS/PS,37.73957,-122.41211,2,2..5
14160,4160,Cortland Ave&Prospect Ave N-FS/BZ,37.74029,-122.4209,2,2..5
14161,4161,Cortland Ave&Prospect Ave W-NS/BZ,37.7402,-122.42093,3,2..5
14162,4162,211 Corbett Ave N-MB/SB,37.7618,-122.44284,,
14163,4163,211 Corbett Ave S-MB/SB,37.76165,-122.44294,,
14164,4164,328 Corbett Ave NW-MB/SB,37.75993,-122.44533,,
14165,4165,341 Corbett Ave SE-MB/PS,37.75991,-122.44508,,
14166,4166,539 Corbett Ave E-MB/SB,37.7575,-122.44415,,
14167,4167,795 Corbett Ave NW-MB/SB,37.75412,-122.44301,,
14168,4168,800 Corbett Ave SE-MB/PS,37.75399,-122.443,,
14169,4169,925 Corbett Ave E-FS/PS,37.75208,-122.44341,,
14170,4170,956 Corbett Ave W-MB/SB,37.75168,-122.44371,,
14171,4171,Corbett Ave&Clayton St N-NS/PS,37.75894,-122.44614,,
14172,4172,Corbett Ave&Clayton St SE-NS/PS,37.75866,-122.4459,,
14173,4173,Corbett Ave&Cuesta Ct N-FS/BZ,37.75085,-122.44396,,
14174,4174,Corbett Ave&Danvers St S-NS/PS,37.7612,-122.44404,,
14175,4175,Corbett Ave&Danvers St W-FS/SB,37.76133,-122.44408,,
14176,4176,Corbett Ave&Douglass St SW-NS/SB,37.76208,-122.43962,,
14177,4177,Corbett Ave&Graystone Ter E-MI/PS,37.75641,-122.44328,,
14178,4178,Corbett Ave&Graystone Ter NW-NS/SB,37.75645,-122.44343,,
14179,4179,Corbett Ave&Hattie St NW-FS/SB,37.76171,-122.44112,,
14180,4180,Corbett Ave&Hattie St SW-NS/SB,37.76161,-122.44112,,
14181,4181,Corbett Ave&Hopkins Ave N-NS/PS,37.75287,-122.44382,,
14182,4182,Corbett Ave&Iron Aly W-NS/PS,37.75783,-122.44474,,
14183,4183,Corbett Ave&Mars St S-NS/SB,37.76054,-122.44425,,
14184,4184,Corbett Ave&Mars St W-FS/SB,37.76048,-122.44448,,
14185,4185,Corbett Ave&Ord St NW-FS/SB,37.7619,-122.44022,,
14186,4186,Corbett Ave&Romain St E-NS/SB,37.75548,-122.4428,,
14187,4187,Corbett Ave&Romain St S-FS/SB,37.75535,-122.44283,,
14202,4202,Crescent Ave&Putnam St SW-NS/SB,37.73491,-122.41128,,
14204,4204,Carmel St&Belvedere St SW-MI/SB,37.76092,-122.44763,,
14205,4205,Carmel St&Twin Peaks Blvd SW-NS/PS,37.76094,-122.44663,,
14207,4207,Crespi Dr&Varela Ave NE-NS/SB,37.7201,-122.47594,64,50..100
14209,4209,40 Crestline Dr NE-MB/SB,37.75039,-122.44658,,
14210,4210,74 Crestline Dr E-MB/SB,37.75176,-122.4462,,
14211,4211,Fulton St&33RD Ave NW-FS/PS,37.77223,-122.49318,6,5..10
14212,4212,Fulton St&33RD Ave SW-NS/BZ,37.7721,-122.49288,25,20..50
14213,4213,Fulton St&36TH Ave NW-FS/BZ,37.77208,-122.49634,5,5..10
14215,4215,Fulton St&37TH Ave SE-FS/BZ,37.77192,-122.49679,53,50..100
14218,4218,Fulton St&40TH Ave SE-FS/BZ,37.77179,-122.49991,22,20..50
14221,4221,Fulton St&46TH Ave NW-FS/BZ,37.77159,-122.50704,3,2..5
14222,4222,Fulton St&46TH Ave SE-FS/BZ,37.77148,-122.50631,41,20..50
14223,4223,Fulton St&Arguello Blvd NW-FS/BZ,37.77435,-122.45842,23,20..50
14224,4224,Fulton St&Arguello Blvd SE-FS/BZ,37.77428,-122.458,40,20..50
14225,4225,Fulton St&Clayton St NW-FS/BZ,37.77541,-122.44977,8,5..10
14226,4226,Fulton St&Clayton St SE-FS/BZ,37.77537,-122.44929,23,20..50
14228,4228,Fulton St&La Playa SE-FS/BZ,37.77134,-122.50939,104,100..200
14229,4229,Fulton St&Masonic Ave NE-NS/BZ,37.77584,-122.4464,106,100..200
14230,4230,Fulton St&Masonic Ave SE-FS/BZ,37.77577,-122.44629,171,100..200
14231,4231,Fulton St&Park Presidio Blvd NW-FS,37.77319,-122.47218,34,20..50
14232,4232,Fulton St&Park Presidio Blvd SE-FS/BZ,37.77307,-122.4717,56,50..100
14233,4233,Fulton St&Parker Ave NW-FS/BZ,37.77501,-122.45287,23,20..50
14234,4234,Fulton St&Shrader St SE-FS/BZ,37.77499,-122.45238,69,50..100
14235,4235,Fulton St&Stanyan St SE-FS/BZ,37.77476,-122.45452,32,20..50
14236,4236,Fulton St&Stanyan St NW-FS/BZ,37.77477,-122.45474,20,20..50
14245,4245,Garfield St&Beverly St NE-NS/PS,37.71972,-122.47153,11,10..20
14246,4246,Garfield St&Bright St NE-NS/SB,37.71999,-122.46346,7,5..10
14247,4247,Garfield St&Bright St SW-NS/SB,37.71979,-122.46364,17,10..20
14248,4248,Garfield St&Byxbee St NE-NS/SB,37.71974,-122.46974,12,10..20
14253,4253,Garfield St&Vernon St NE-NS/SB,37.71975,-122.46794,12,10..20
14254,4254,Garfield St&Victoria St SW-NS/PS,37.71961,-122.46545,14,10..20
14255,4255,Geary Blvd&3RD Ave NE-NS/BZ,37.78128,-122.46094,33,20..50
14256,4256,Geary Blvd&3RD Ave SW-NS/BZ,37.78105,-122.46116,132,100..200
14257,4257,Geary Blvd&6TH Ave NE-NS/BZ,37.78113,-122.46416,217,200..500
14258,4258,Geary Blvd&6TH Ave SW-NS/BZ,37.7809,-122.46438,393,200..500
14259,4259,Geary Blvd&9TH Ave NW-FS/BZ,37.78098,-122.46764,93,50..100
14260,4260,Geary Blvd&9TH Ave SE-FS/BZ,37.78078,-122.46732,135,100..200
14261,4261,Geary Blvd&12TH Ave NE-NS/BZ,37.78084,-122.4706,31,20..50
14262,4262,Geary Blvd&12TH Ave SE-FS/BZ,37.78061,-122.47082,64,50..100
14263,4263,Geary Blvd&17TH Ave NE-NS/BZ,37.7806,-122.47605,60,50..100
14264,4264,Geary Blvd&17TH Ave SW-NS/BZ,37.78037,-122.47626,161,100..200
14265,4265,Geary Blvd&20TH Ave NE-NS/BZ,37.78045,-122.47927,106,100..200
14266,4266,Geary Blvd&20TH Ave SW-NS/BZ,37.78022,-122.47948,320,200..500
14267,4267,Geary Blvd&22ND Ave NE-NS/BZ,37.78035,-122.4814,22,20..50
14268,4268,Geary Blvd&23RD Ave SW-NS/BZ,37.78008,-122.48269,35,20..50
14269,4269,Geary Blvd&25TH Ave NE-NS/BZ,37.78022,-122.48461,68,50..100
14270,4270,Geary Blvd&25TH Ave SW-NS/BZ,37.77998,-122.48483,383,200..500
14271,4271,Geary Blvd&28TH Ave NE-NS/BZ,37.78001,-122.48781,36,20..50
14272,4272,Geary Blvd&28TH Ave SW-NS/BZ,37.77986,-122.48805,96,50..100
14273,4273,Geary Blvd&30TH Ave NE-NS/BZ,37.77996,-122.48997,11,10..20
14274,4274,Geary Blvd&30TH Ave SW-NS/BZ,37.77973,-122.49019,46,20..50
14275,4275,Geary Blvd&32ND Ave SE-FS/BZ,37.77961,-122.49194,64,50..100
14277,4277,Geary Blvd&33RD Ave NE-NS/BZ,37.77974,-122.49311,194,100..200
14278,4278,Geary Blvd&33RD Ave NW-FS/BZ,37.7798,-122.49345,41,20..50
14279,4279,Geary Blvd&33RD Ave SW-NS/BZ,37.77957,-122.4934,173,100..200
14280,4280,Geary Blvd&36TH Ave NE-NS/BZ,37.77967,-122.4964,4,2..5
14281,4281,Geary Blvd&36TH Ave SW-NS/BZ,37.77944,-122.49662,81,50..100
14282,4282,Geary Blvd&40TH Ave NE-NS/BZ,37.77947,-122.50068,4,2..5
14283,4283,Geary Blvd&39TH Ave SW-NS/BZ,37.77929,-122.49983,73,50..100
14285,4285,Geary Blvd&42ND Ave SE-FS/BZ,37.77915,-122.50278,160,100..200
14286,4286,Geary Blvd&45TH Ave SW-NS/PS,37.77904,-122.50626,34,20..50
14288,4288,Geary Blvd&Arguello Blvd SE-FS/BZ,37.78115,-122.45869,210,200..500
14289,4289,Geary Blvd&Baker St NW-FS/BZ,37.78297,-122.44297,35,20..50
14290,4290,Geary Blvd&Collins St NE-NS/BZ,37.78224,-122.44999,30,20..50
14291,4291,Geary Blvd&Collins St SE-FS/BZ,37.78203,-122.44991,39,20..50
14292,4292,Geary Blvd&Commonwealth St NW-FS/BZ,37.78153,-122.45568,20,20..50
14293,4293,Geary Blvd&Divisadero St NE-NS/BZ,37.78343,-122.43937,211,200..500
14294,4294,Geary Blvd&Divisadero St SW-NS/BZ,37.78318,-122.43957,348,200..500
14295,4295,Geary Blvd&Fillmore St NW-FS/BZ,37.78439,-122.43305,317,200..500
14298,4298,Geary Blvd&Gough St NW-FS/BZ,37.78543,-122.42508,44,20..50
14300,4300,Geary St&Jones St NW-FS/BZ,37.78677,-122.41333,102,100..200
14301,4301,Geary St&Kearny St NW-FS/BB,37.788,-122.40366,370,200..500
14302,4302,Geary St&Larkin St NW-FS/BZ,37.78614,-122.41825,400,200..500
14303,4303,Geary St&Leavenworth St NW-FS/BB,37.78656,-122.41497,362,200..500
14304,4304,Geary Blvd&Laguna St NE-NS/BZ,37.78503,-122.42781,82,50..100
14305,4305,Geary Blvd&Laguna St SW-NS/BZ,37.78485,-122.42816,165,100..200
14307,4307,Castro St&14TH St NE-FS/BZ,37.76761,-122.43558,9,5..10
14308,4308,Castro St&14TH St NW-NS/BZ,37.76742,-122.43571,22,20..50
14309,4309,Castro St&15TH St NW-NS/PS,37.76583,-122.43557,4,2..5
14310,4310,Castro St&15TH St SE-NS/PS,37.76561,-122.43538,8,5..10
14311,4311,Castro St&16TH St NE-FS/BZ,37.76416,-122.43525,6,5..10
14312,4312,Castro St&16TH St NW-NS/SB,37.76427,-122.43544,5,5..10
14313,4313,Castro St&17TH St SE-NS/BZ,37.76237,-122.43508,132,100..200
14314,4314,Castro St&18TH St SE-NS/BB,37.76084,-122.43493,129,100..200
14315,4315,Castro St&18TH St SW-FS/BB,37.76086,-122.43505,105,100..200
14316,4316,Castro St&19TH St NW-NS/PS,37.75939,-122.43491,17,10..20
14317,4317,Castro St&19TH St SE-NS/PS,37.75916,-122.43479,7,5..10
14318,4318,Castro St&20TH St NW-NS/PS,37.75778,-122.43477,6,5..10
14319,4319,Castro St&20TH St SE-NS/PS,37.75763,-122.43464,5,5..10
14320,4320,Castro St&21ST St E-MI/SB,37.75596,-122.43447,4,2..5
14321,4321,Castro St&21ST St W-MI/SB,37.7561,-122.43463,4,2..5
14322,4322,Castro St&22ND St NW-NS/PS,37.75464,-122.43448,4,2..5
14323,4323,Castro St&22ND St SE-NS/PS,37.75441,-122.43431,8,5..10
14324,4324,Castro St&23RD St E-MI/SB,37.75278,-122.43416,6,5..10
14325,4325,Castro St&23RD St W-MI/SB,37.7529,-122.43432,2,2..5
14326,4326,Castro St&24TH St SE-NS/BZ,37.7512,-122.43401,138,100..200
14327,4327,Castro St&24TH St SW-FS/BZ,37.75132,-122.43411,47,20..50
14328,4328,Castro St&25TH St NW-NS/BZ,37.74981,-122.43404,5,5..10
14329,4329,Castro St&25TH St SE-NS/BZ,37.7496,-122.43383,19,10..20
14330,4330,Castro St&Duboce Ave NW-NS/BZ,37.76918,-122.43596,16,10..20
14331,4331,Castro St&Duboce Ave SE-NS/BZ,37.76895,-122.43571,17,10..20
14332,4332,Castro St&Elizabeth St E-MI/SB,37.75189,-122.43405,4,2..5
14333,4333,Castro St&Elizabeth St W-MI/SB,37.75208,-122.43425,1,0..2
14334,4334,Castro St&Market St SW-FS/BB,37.7624,-122.43527,99,50..100
14336,4336,Curtis St&Prague St W-NS/SB,37.71021,-122.43796,0,0..2
14337,4337,Cargo Way&3RD St NE-NS/SB,37.74606,-122.38695,1,0..2
14338,4338,Cargo Way&3RD St SE-FS/SB,37.74577,-122.38665,0,0..2
14341,4341,Daly City BART Station W-FS/SB,37.70576,-122.46927,69,50..100
14350,4350,De Haro St&16TH St SE-NS/SB,37.76606,-122.40163,1,0..2
14351,4351,De Haro St&17TH St SE-NS/SB,37.76476,-122.40152,18,10..20
14352,4352,De Haro St&18TH St SE-NS/SB,37.76221,-122.40124,4,2..5
14353,4353,De Haro St&19TH St SE-NS/PS,37.76093,-122.40112,2,2..5
14354,4354,De Haro St&20TH St SE-NS/SB,37.75967,-122.40103,2,2..5
14355,4355,De Haro St&22ND St NE-FS/PS,37.75744,-122.40082,0,0..2
14356,4356,De Haro St&23RD St NE-FS/PS,37.75489,-122.40057,6,5..10
14357,4357,De Haro St&Mariposa St SE-NS/SB,37.7635,-122.40137,23,20..50
14358,4358,De Haro St&Southern Heights Ave SE,37.75802,-122.40087,5,5..10
14371,4371,Diamond St&24TH St SE-NS/PS,37.75108,-122.43622,10,10..20
14372,4372,Diamond St&25TH St NW-NS/PS,37.74965,-122.43621,0,0..2
14373,4373,Diamond St&25TH St SE-NS/PS,37.74949,-122.43606,5,5..10
14386,4386,Diamond St&Bosworth St SE-NS/BZ,37.73351,-122.43415,,
14387,4387,Diamond St&Bosworth St SW-FS/BZ,37.73345,-122.43422,,
14407,4407,Divisadero St&Beach St NW-NS/SB,37.80377,-122.4437,21,20..50
14408,4408,Divisadero St&Bush St NE-FS/BZ,37.78628,-122.44,5,5..10
14409,4409,Divisadero St&California St NE-FS,37.78818,-122.44039,13,10..20
14410,4410,Divisadero St&California St SW-FS,37.78799,-122.4405,97,50..100
14411,4411,Divisadero St&Chestnut St NW-NS/BZ,37.80009,-122.44296,87,50..100
14412,4412,Divisadero St&Clay St NE-FS/BZ,37.78998,-122.44074,1,0..2
14413,4413,Divisadero St&Clay St NW-NS/BZ,37.78997,-122.44089,12,10..20
14414,4414,Divisadero St&Eddy St SE-NS/BZ,37.78059,-122.43894,17,10..20
14415,4415,Divisadero St&Eddy St SW-FS/BZ,37.78059,-122.43894,46,20..50
14418,4418,Divisadero St&Francisco St NW-NS/PS,37.80097,-122.44314,2,2..5
14421,4421,Divisadero St&Geary Blvd NE-FS/BZ,37.78338,-122.43941,48,20..50
14422,4422,Divisadero St&Geary Blvd SW-FS/BZ,37.78316,-122.43953,276,200..500
14423,4423,Divisadero St&Haight St NE-FS/BZ,37.77133,-122.43698,48,20..50
14424,4424,Divisadero St&Haight St SW-FS/BZ,37.77105,-122.4371,89,50..100
14425,4425,Divisadero St&Hayes St NE-FS/BZ,37.77506,-122.43774,63,50..100
14426,4426,Divisadero St&Hayes St SW-FS/BZ,37.77489,-122.43787,73,50..100
14427,4427,Divisadero St&Jackson St SE-NS/PS,37.79154,-122.44108,3,2..5
14428,4428,Divisadero St&McAllister St NE-FS,37.77786,-122.4383,54,50..100
14429,4429,Divisadero St&McAllister St SW-FS,37.77768,-122.43842,84,50..100
14430,4430,Divisadero St&North Point St NW-NS,37.80284,-122.44351,4,2..5
14431,4431,Divisadero St&Oak St NE-FS/BZ,37.77319,-122.43735,32,20..50
14432,4432,Divisadero St&Oak St SW-FS/BZ,37.77305,-122.43749,49,20..50
14433,4433,Divisadero St&Pine St SW-FS/BZ,37.787,-122.44032,41,20..50
14434,4434,Divisadero St&Sutter St NE-FS/BZ,37.78534,-122.43981,13,10..20
14435,4435,Divisadero St&Sutter St SW-FS/BZ,37.78515,-122.43994,67,50..100
14436,4436,Division St&Bryant St SE-FS/BZ,37.76934,-122.41074,9,5..10
14437,4437,Division St&Rhode Island St SW-NS,37.76976,-122.40315,9,5..10
14438,4438,Division St&Townsend St NE-NS/BZ,37.76989,-122.4033,48,20..50
14440,4440,Donahue St&Innes Ave E-FS/PS,37.729,-122.36991,5,5..10
14447,4447,Duboce Ave&Church St NW-FS/SI,37.76947,-122.42941,248,200..500
14451,4451,Duboce Ave&Noe St SW-NS/SB,37.76911,-122.4337,53,50..100
14456,4456,Earl St&Kirkwood Ave N-NS,37.72878,-122.37313,11,10..20
14482,4482,Eddy St&Larkin St SE-FS/BZ,37.78327,-122.41736,129,100..200
14490,4490,Eddy St&Polk St SE-FS/BZ,37.78306,-122.41902,81,50..100
14501,4501,The Embarcadero&Bay St E-FS/SI,37.80695,-122.40628,0,0..2
14502,4502,The Embarcadero&Bay St NW-NS/SI,37.80663,-122.40603,1,0..2
14503,4503,The Embarcadero&Broadway NE-FS/SI,37.79955,-122.39787,0,0..2
14504,4504,The Embarcadero&Broadway SW-FS/SI,37.7989,-122.39743,1,0..2
14506,4506,The Embarcadero&Brannan St S-FS/SI,37.78436,-122.38814,64,50..100
14508,4508,The Embarcadero&Folsom St NE-FS/BZ,37.79108,-122.3901,15,10..20
14509,4509,The Embarcadero&Folsom St S-FS/SI,37.79048,-122.38969,345,200..500
14510,4510,Embarcadero Folsom St N-NS/SI,37.79075,-122.38984,50,50..100
14511,4511,The Embarcadero&Folsom St SW-FS/SB,37.79056,-122.3899,11,10..20
14513,4513,The Embarcadero&Ferry Term E-MB/SI,37.79489,-122.39355,1,0..2
14515,4515,The Embarcadero&Greenwich St SE,37.80326,-122.40111,0,0..2
14517,4517,The Embarcadero&Green St NE-FS/SI,37.80126,-122.39937,0,0..2
14518,4518,The Embarcadero&Green St SW-FS/SI,37.80061,-122.39892,1,0..2
14519,4519,The Embarcadero&Howard St NE-FS/SB,37.79269,-122.39115,0,0..2
14520,4520,The Embarcadero&Howard St SW-FS/SB,37.79216,-122.39107,0,0..2
14529,4529,The Embarcadero&Sansome St SW-FS,37.80502,-122.40331,3,2..5
14530,4530,PIER 39,37.80835,-122.41029,0,0..2
14531,4531,The Embarcadero&Townsend St W-MB,37.7836,-122.38832,4,2..5
14532,4532,The Embarcadero&Washington St NE,37.79709,-122.39567,0,0..2
14534,4534,The Embarcadero&Washington St SW,37.79636,-122.39518,1,0..2
14547,4547,Evans Ave&3RD St S-FS/SB,37.74263,-122.38786,44,20..50
14548,4548,Evans Ave&Cesar Chavez St SE-NS/BZ,37.74907,-122.39689,11,10..20
14549,4549,Evans Ave&Cesar Chavez St SW-FS/BZ,37.74903,-122.39707,2,2..5
14550,4550,Evans Ave&Keith St E-NS/PS,37.73877,-122.3808,8,5..10
14551,4551,Evans Ave&Keith St W-NS/PS,37.73876,-122.38108,6,5..10
14552,4552,Evans Ave&Middle Point Rd W-NS/SB,37.73767,-122.37925,7,5..10
14553,4553,Evans Ave&Mendell St S-FS/BZ,37.7407,-122.38451,48,20..50
14555,4555,Evans Ave&Newhall St E-NS/SB,37.74195,-122.38641,13,10..20
14556,4556,Evans Ave&Napoleon St E-NS/PS,37.74726,-122.39588,7,5..10
14557,4557,Evans Ave&Napoleon St W-NS/PS,37.74734,-122.39626,4,2..5
14558,4558,Evans Ave&USPO NE-MB/BZ,37.74,-122.38297,23,20..50
14559,4559,Evans Ave&Phelps St E-NS/BZ,37.74299,-122.38831,74,50..100
14560,4560,Evans Ave&Phelps St W-NS/SB,37.74298,-122.3886,1,0..2
14561,4561,Evans Ave&Quint St N-FS/PS,37.74425,-122.39053,1,0..2
14562,4562,Evans Ave&Selby St S-FS/SB,37.74597,-122.39384,2,2..5
14564,4564,US Post Office S-FS/BZ,37.73972,-122.38281,39,20..50
14565,4565,909 Ellsworth St SW-NS/PS,37.73284,-122.41679,,
14566,4566,945 Ellsworth St SW-NS/PS,37.73281,-122.41776,,
14567,4567,989 Ellsworth St S-MB/SB,37.73262,-122.41893,,
14568,4568,Ellsworth St&Crescent Ave SE-NS/SB,37.73471,-122.41491,,
14581,4581,Felton St&Amherst St NE-NS,37.72702,-122.41634,5,5..10
14582,4582,Felton St&Amherst St SW-NS,37.72688,-122.41653,9,5..10
14583,4583,Felton St&Cambridge St NW-FS,37.7264,-122.41874,9,5..10
14584,4584,Felton St&Cambridge St SW-NS,37.72637,-122.41851,8,5..10
14587,4587,Felton St&Harvard St NE-NS,37.72597,-122.42028,3,2..5
14588,4588,Felton St&Harvard St SW-NS,37.72586,-122.42046,2,2..5
14589,4589,Felton St&Madison St N-MB,37.7256,-122.42204,7,5..10
14590,4590,Felton St&Madison St SE-FS,37.72543,-122.42211,2,2..5
14593,4593,Felton St&Peru Ave NE-NS,37.7252,-122.42324,3,2..5
14596,4596,Felton St&University St SW-NS,37.7274,-122.41457,3,2..5
14603,4603,Fillmore St&Bay St SE-NS/BZ,37.80259,-122.43668,281,200..500
14604,4604,Fillmore St&Broadway SE-NS/BZ,37.79416,-122.43484,11,10..20
14605,4605,Fillmore St&Broadway SW-FS/BZ,37.79381,-122.43488,17,10..20
14606,4606,Fillmore St&Beach St NW-NS/BZ,37.80442,-122.43713,3,2..5
14607,4607,Fillmore St&Beach St SE-NS/BZ,37.80445,-122.43696,25,20..50
14608,4608,Fillmore St&Chestnut St NE-FS/BZ,37.80109,-122.43623,35,20..50
14609,4609,Fillmore St&Chestnut St NW-NS/BZ,37.80089,-122.43647,233,200..500
14610,4610,Fillmore St&Cervantes Blvd NW-NS  ,37.80282,-122.43681,24,20..50
14611,4611,Fillmore St&Eddy St NE-FS/BZ,37.78173,-122.43233,69,50..100
14612,4612,Fillmore St&Eddy St NW-NS/BZ,37.78152,-122.4324,69,50..100
14613,4613,Fillmore St&Golden Gate Ave NE-FS,37.77986,-122.43196,98,50..100
14614,4614,Fillmore St&Geary Blvd NE-FS/BZ,37.78473,-122.43292,173,100..200
14615,4615,Fillmore St&Geary Blvd SW-FS/BZ,37.78398,-122.43291,270,200..500
14616,4616,Fillmore St&Grove St NE-FS/BZ,37.777,-122.43137,8,5..10
14617,4617,Fillmore St&Grove St NW-NS/BZ,37.77686,-122.43147,9,5..10
14618,4618,Fillmore St&Haight St NW-NS/BZ,37.7722,-122.43054,102,100..200
14620,4620,Fillmore St&Haight St SE-NS/BZ,37.77203,-122.43035,103,100..200
14621,4621,Fillmore St&Hayes St NE-FS/BZ,37.77611,-122.4312,33,20..50
14622,4622,Fillmore St&Hayes St SW-FS/BZ,37.7756,-122.43121,52,50..100
14623,4623,Fillmore St&Jackson St NE-FS/BZ,37.79276,-122.43456,46,20..50
14624,4624,Fillmore St&Jackson St SW-FS/BZ,37.79239,-122.43461,63,50..100
14625,4625,Fillmore St&Jefferson St SW-FS/BZ,37.80542,-122.43739,10,10..20
14626,4626,Fillmore St&Lombard St SE-NS/BZ,37.79971,-122.43595,4,2..5
14627,4627,Fillmore St&Lombard St SW-FS/BZ,37.7996,-122.43605,159,100..200
14628,4628,Fillmore St&McAllister St SE-NS/BZ,37.77854,-122.43169,134,100..200
14629,4629,Fillmore St&McAllister St SW-FS/BZ,37.77834,-122.43176,145,100..200
14630,4630,Fillmore St&North Point St SE-NS/PS,37.80355,-122.43679,21,20..50
14631,4631,Fillmore St&Oak St NE-FS/BZ,37.77427,-122.43083,34,20..50
14632,4632,Fillmore St&Oak St SW-FS/BZ,37.77376,-122.43087,34,20..50
14633,4633,Fillmore St&O'Farrell St SE-NS/BZ,37.78319,-122.43263,98,50..100
14634,4634,Fillmore St&O'Farrell St SW-FS/BZ,37.78302,-122.4327,234,200..500
14635,4635,Fillmore St&Pine St NE-FS/BZ,37.78805,-122.43357,24,20..50
14636,4636,Fillmore St&Pine St SW-FS/BZ,37.78772,-122.43366,88,50..100
14637,4637,Fillmore St&Sacramento St NW-NS/BZ,37.78993,-122.4341,183,100..200
14638,4638,Fillmore St&Sacramento St SE-NS/BZ,37.78974,-122.43395,76,50..100
14640,4640,Fillmore St&Sutter St SE-NS/BZ,37.78605,-122.43324,105,100..200
14641,4641,Fillmore St&Sutter St SW-FS/BZ,37.78581,-122.43327,133,100..200
14642,4642,Fillmore St&Turk St SW-FS/BZ,37.7802,-122.43214,98,50..100
14643,4643,Fillmore St&Union St NE-FS/BZ,37.79739,-122.43549,15,10..20
14645,4645,Fitzgerald Ave&Hawes St W-NS/PS,37.71992,-122.38959,10,10..20
14646,4646,Fitzgerald Ave&Ingalls St W-NS/PS,37.72097,-122.39145,14,10..20
14647,4647,Fitzgerald Ave&Jennings St W-NS/PS,37.72203,-122.39332,26,20..50
14648,4648,Fitzgerald Ave&Keith St S-FS/BZ,37.7229,-122.39484,142,100..200
14649,4649,Foerster St&Flood Ave SE-NS/PS,37.7298,-122.44877,7,5..10
14650,4650,Foerster St&Judson Ave NE-FS/BZ,37.72849,-122.44875,5,5..10
14662,4662,Folsom St&8TH St E-FS/BZ,37.77512,-122.40977,9,5..10
14663,4663,Folsom St&9TH St E-FS/BZ,37.77389,-122.41132,13,10..20
14664,4664,Folsom St&11TH St E-FS/BZ,37.77191,-122.41396,11,10..20
14665,4665,Folsom St&11TH St W-FS/BZ,37.77183,-122.41413,1,0..2
14666,4666,Folsom St&14TH St SW-FS/BZ,37.76846,-122.41567,16,10..20
14667,4667,Folsom St&14TH St SE-NS/BZ,37.76846,-122.41553,22,20..50
14668,4668,Folsom St&16TH St NE-FS/BZ,37.76557,-122.41525,7,5..10
14680,4680,Folsom St&25TH St NW-NS/PS,37.751,-122.41405,,
14681,4681,Folsom St&25TH St SE-NS/PS,37.75083,-122.41384,,
14686,4686,Folsom St&Bessie St NW-NS/PS,37.74687,-122.41362,,
14687,4687,Folsom St&Cortland Ave SE-NS/PS,37.73888,-122.4133,,
14688,4688,Folsom St&Cortland Ave SW-FS/PS,37.7388,-122.41337,,
14689,4689,Folsom St&Crescent Ave NE-FS/SB,37.73494,-122.41365,,
14690,4690,Folsom St&Crescent Ave NW-NS/PS,37.73483,-122.41372,,
14695,4695,Folsom St&Ogden Ave NE-FS/SB,37.73605,-122.41352,,
14696,4696,Folsom St&Ogden Ave SW-FS/PS,37.73579,-122.41364,,
14697,4697,Folsom St&Precita Ave SE-NS/PS,37.7471,-122.41349,,
14698,4698,Folsom St&Stoneman St NE-FS/SB,37.74532,-122.41336,,
